scientificName,scientificNameAuthorship,subtaxonAuthorship,commonName,kingdom,phylum,subphylum,superclass,class,subclass,superorder,order,suborder,superfamily,family,subfamily,tribe,genus,specificEpithet,hybrid,subspecies,variety,establishmentMeans,provincialStatus,nationalStatus,reportingStatus,observation,firstReported,firstReportedBy,Collection.List,firstReportedCollectionNumber,firstReportedGBIF,firstObservediNat,firstObservedBy,firstObservedID,notes,ID,statsCode,Name Status,Referred iNaturalist Id,Referred iNaturalist Name,Indexed iNaturalist Name
Melanella micans,"(Carpenter, 1865)",,shining balcis,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,Vanikoroidea,Eulimidae,,,Melanella,micans,NA,,NA,native,unlisted,NA,reported,unobserved,1961-06-22,Ian McTaggart-Cowan,RBCM,979-03323-001,1898291795,,,,,733259,MOL,accepted,733259,Melanella micans,Melanella micans
Melanochlamys diomedea,"(Bergh, 1894)",,Diomedes aglajid,Animalia,Mollusca,,,Gastropoda,Heterobranchia,,Cephalaspidea,,Philinoidea,Aglajidae,,,Melanochlamys,diomedea,NA,,NA,native,unlisted,NA,confirmed,observed,1975-06-17,Philip Lambert,RBCM,975-00224-004,1898274481,2018-05-29,Karolle Wall,iNat:12938503,reported as (syn) Aglaja diomedea,345334,MOL,accepted,345334,Melanochlamys diomedea,Melanochlamys diomedea
Melibe leonina,"(Gould, 1852)",,hooded nudibranch,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Dendronotoidea,Tethydidae,,,Melibe,leonina,NA,,NA,native,unlisted,NA,confirmed,observed,1994-10-07,Andy Lamb,PMLS,,NA,2006-10-06,jroderick,iNat:19274280,,48455,MOL,accepted,48455,Melibe leonina,Melibe leonina
Melicertum octocostatum,"(M. Sars, 1835)",,eight-strand jelly,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,Melicertidae,,,Melicertum,octocostatum,NA,,NA,native,unlisted,NA,reported,unobserved,2009-04-13,Andy Lamb,PMLS,,NA,,,,,550154,CNI,accepted,550154,Melicertum octocostatum,Melicertum octocostatum
Membranipora villosa,"Hincks, 1880",,kelp-encrusting bryozoan,Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Membraniporina,Membraniporoidea,Membraniporidae,,,Membranipora,villosa,NA,,NA,native,unlisted,NA,confirmed,observed,1993-08-16,Andy Lamb,PMLS,,NA,2016-08-17,Andrew Simon,iNat:3910076,reported as Membranipora serrilamella (synonymous),360867,LOP,accepted,360867,Membranipora villosa,Membranipora villosa
Mesocentrotus franciscanus,"(A. Agassiz, 1863)",,red sea urchin,Animalia,Echinodermata,Echinozoa,,Echinoidea,Euechinoidea,,Camarodonta,,Odontophora,Strongylocentrotidae,,,Mesocentrotus,franciscanus,NA,,NA,native,unlisted,NA,confirmed,observed,1969-02-21,Andy Lamb,PMLS,,NA,2013-07-23,Karolle Wall,iNat:4015169,,992313,ECH,accepted,992313,Mesocentrotus franciscanus,Mesocentrotus franciscanus
Metacaprella kennerlyi,"(Stimpson, 1864)",,skeleton shrimp,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Caprelloidea,Caprellidae,Caprellinae,,Metacaprella,kennerlyi,NA,,NA,,,NA,new 2023,observed,,,,,NA,2023-06-04,"Dave ""Zeuss"" Cochrane",iNat:165761430,,117676,ART,accepted,117676,Metacaprella kennerlyi,Metacaprella kennerlyi
Metacarcinus gracilis,"(Dana, 1852)",,graceful crab,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Cancroidea,Cancridae,,,Metacarcinus,gracilis,NA,,NA,native,unlisted,NA,confirmed,observed,1973-06-14,Philip Lambert,RBCM,973-00137-019,1898314378,2016-05-06,Karolle Wall,iNat:3958200,,116721,ART,accepted,116721,Metacarcinus gracilis,Metacarcinus gracilis
Metacarcinus magister,"(Dana, 1852)",,dungeness crab,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Cancroidea,Cancridae,,,Metacarcinus,magister,NA,,NA,native,unlisted,NA,confirmed,observed,1996-05-29,Charlie Gibbs,PMLS,,NA,2018-05-29,Karolle Wall,iNat:12970642,,63697,ART,accepted,63697,Metacarcinus magister,Metacarcinus magister
Metacrangon munita,"(Dana, 1852)",,coastal spinyhead,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Crangonoidea,Crangonidae,,,Metacrangon,munita,NA,,NA,native,unlisted,NA,reported,unobserved,1928-07-18,,RBCM,015-00224-001,1898292947,,,,,459610,ART,accepted,459610,Metacrangon munita,Metacrangon munita
Metandrocarpa taylori,"Huntsman, 1912",,orange social tunicate,Animalia,Chordata,Tunicata,,Ascidiacea,,,Stolidobranchia,,,Styelidae,,,Metandrocarpa,taylori,NA,,NA,native,unlisted,NA,confirmed,observed,1985-07-29,Andy Lamb,PMLS,,NA,2019-05-04,Isabelle M. Côté,iNat:129284421,,371195,TUN,accepted,371195,Metandrocarpa taylori,Metandrocarpa taylori
Metridium farcimen,"(Brandt, 1835)",,giant plumose anemone,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,Metridioidea,Metridiidae,,,Metridium,farcimen,NA,,NA,native,unlisted,NA,confirmed,observed,1973-09-21,Andy Lamb,PMLS,,NA,2009-10-03,Jackson W.F. Chu,iNat:61341028,,51812,CNI,accepted,51812,Metridium farcimen,Metridium farcimen
Metridium senile,"(Linnaeus, 1761)",,short plumose anemone,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,Metridioidea,Metridiidae,,,Metridium,senile,NA,,NA,native,unlisted,NA,confirmed,observed,1968-08-02,Andy Lamb,PMLS,,NA,2017-04-30,Andrew Simon,iNat:6047558,,49071,CNI,accepted,49071,Metridium senile,Metridium senile
Micrura verrilli,"Coe, 1901",,purple ribbon worm,Animalia,Nemertea,,,Pilidiophora,,,Heteronemertea,,,Lineidae,,,Micrura,verrilli,NA,,NA,native,unlisted,NA,reported,unobserved,2006-09-28,Andy Lamb,PMLS,,NA,,,,,117598,WOR,accepted,117598,Micrura verrilli,Micrura verrilli
Mitrella gausapata,"(Gould, 1850)",,sea snail,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Buccinoidea,Columbellidae,,,Mitrella,gausapata,NA,,NA,native,unlisted,NA,reported,unobserved,1961-06-22,Ian McTaggart-Cowan,RBCM,979-03328,1898293242,,,,,339169,MOL,accepted,347322,Mitrella gausapata,Alia gausapata
Mitrocoma cellularia,"(Agassiz, 1862)",,cross jellyfish,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,Mitrocomidae,,,Mitrocoma,cellularia,NA,,NA,native,unlisted,NA,confirmed,observed,1928-07-20,"Fisheries Research Board of Canada, Nanaimo",CMN,CMNI 2012-0102,NA,2020-05-08,Andrew Simon,iNat:45326871,,493918,CNI,accepted,493918,Mitrocoma cellularia,Mitrocoma cellularia
Mitrocomella polydiademata,"(Romanes, 1876)",,,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,Mitrocomidae,,,Mitrocomella,polydiademata,NA,,NA,,,NA,new 2021,observed,,,,,NA,2021-04-18,Andrew Simon,iNat:74472263,,531848,CNI,accepted,531848,Mitrocomella polydiademata,Mitrocomella polydiademata
Modiolus modiolus,"(Linnaeus, 1758)",,northern horsemussel,Animalia,Mollusca,,,Bivalvia,Autobranchia,,Mytilida,,Mytiloidea,Mytilidae,Modiolinae,,Modiolus,modiolus,NA,,NA,native,unlisted,NA,reported,unobserved,2005-12-10,Andy Lamb,PMLS,,NA,,,,,123772,MOL,accepted,123772,Modiolus modiolus,Modiolus modiolus
Modiolus rectus,"(Conrad, 1837)",,,Animalia,Mollusca,,,Bivalvia,Autobranchia,,Mytilida,,Mytiloidea,Mytilidae,Modiolinae,,Modiolus,rectus,NA,,NA,native,unlisted,NA,reported,unobserved,1959-12-11,Dan Quayle,RBCM,989-00278-015,1898316253,,,,,196218,MOL,accepted,196218,Modiolus rectus,Modiolus rectus
Molgula pacifica,"(Huntsman, 1912)",,globular ascidian,Animalia,Chordata,Tunicata,,Ascidiacea,,,Stolidobranchia,,,Molgulidae,,,Molgula,pacifica,NA,,NA,native,unlisted,NA,reported,unobserved,1993-08-16,Andy Lamb,PMLS,,NA,,,,,800031,TUN,accepted,800031,Molgula pacifica,Molgula pacifica
Mopalia ciliata,"(G. B. Sowerby II, 1840)",,northern hairy chiton,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,Mopaliinae,,Mopalia,ciliata,NA,,NA,native,unlisted,NA,confirmed,observed,1999-07-31,Charlie Gibbs,PMLS,,NA,2019-05-04,Isabelle M. Côté,iNat:129151035,Formerly reported as Mopalia kennerelyi,360858,MOL,accepted,117634,Mopalia ciliata,Mopalia kennerleyi
Mopalia hindsii,"(Reeve, 1847)",,Hind's mopalia,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,Mopaliinae,,Mopalia,hindsii,NA,,NA,native,unlisted,NA,confirmed,observed,1999-07-31,Charlie Gibbs,PMLS,,NA,2009-07-23,Karolle Wall,iNat:97205562,,51725,MOL,accepted,51725,Mopalia hindsii,Mopalia hindsii
Mopalia lignosa,"(Gould, 1846)",,woody chiton,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,Mopaliinae,,Mopalia,lignosa,NA,,NA,native,unlisted,NA,confirmed,observed,1986-09-30,,RBCM,986-00197-070,NA,2018-08-10,Karolle Wall,iNat:15726095,,51724,MOL,accepted,51724,Mopalia lignosa,Mopalia lignosa
Mopalia muscosa,"(Gould, 1846)",,mossy chiton,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,Mopaliinae,,Mopalia,muscosa,NA,,NA,native,unlisted,NA,confirmed,observed,2008-10-10,Andy Lamb,PMLS,,NA,2017-05-26,Kris Krüg,iNat:6371640,,117633,MOL,accepted,117633,Mopalia muscosa,Mopalia muscosa
Mopalia phorminx,"Berry, 1919",,feathery mopalia,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,Mopaliinae,,Mopalia,phorminx,NA,,NA,native,unlisted,NA,reported,unobserved,2019-03-17,Andy Lamb,PMLS,,NA,,,,,977159,MOL,accepted,977159,Mopalia phorminx,Mopalia phorminx
Mopalia sinuata,"Carpenter, 1864",,dwarf hairy mopalia,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,Mopaliinae,,Mopalia,sinuata,NA,,NA,native,unlisted,NA,reported,unobserved,2019-03-17,Andy Lamb,PMLS,,NA,,,,,429863,MOL,accepted,429863,Mopalia sinuata,Mopalia sinuata
Mopalia spectabilis,"I.M. Cowan & G.M. Cowan, 1977",,red-flecked mopalia,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,Mopaliinae,,Mopalia,spectabilis,NA,,NA,native,unlisted,NA,confirmed,observed,1999-05-04,Andy Lamb,PMLS,,NA,2016-05-25,Karolle Wall,iNat:4052033,,364026,MOL,accepted,364026,Mopalia spectabilis,Mopalia spectabilis
Mopalia swanii,"Carpenter, 1864",,Swan's mopalia,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,Mopaliinae,,Mopalia,swanii,NA,,NA,native,unlisted,NA,confirmed,observed,1986-09-30,,RBCM,986-00197-071,NA,2021-12-05,Andrew Simon,iNat:102592160,,339904,MOL,accepted,339904,Mopalia swanii,Mopalia swanii
Mopalia vespertina,"(Gould, 1852)",,smooth mopalia,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,Mopaliinae,,Mopalia,vespertina,NA,,NA,native,unlisted,NA,confirmed,observed,1973-04-20,Ian Mc Taggart-Cowan,RBCM,988-00095-001,NA,2017-05-26,Kris Krüg,iNat:6390299,,364027,MOL,accepted,364027,Mopalia vespertina,Mopalia vespertina
Muggiaea sp.,,,dwarf tailed jelly,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Siphonophorae,Calycophorae,,Diphyidae,Diphyinae,,Muggiaea,,NA,,NA,,,NA,reported,unobserved,2009-04-11,Andy Lamb,PMLS,,NA,,,,,201710,CNI,accepted,201710,Muggiaea,Muggiaea
Munida quadrispina,"Benedict, 1902",,squat lobster,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Galatheoidea,Munididae,,,Grimothea,quadrispina,NA,,NA,native,unlisted,NA,confirmed,observed,2008-05-21,Jackson W.F. Chu,Chu (2010),,NA,2008-05-24,Jackson W.F. Chu,iNat:60468460,,334674,ART,unaccepted,1427738,Grimothea quadrispina,Munida quadrispina
Musculus discors,"(Linnaeus, 1767)",,discord mussel,Animalia,Mollusca,,,Bivalvia,Autobranchia,,Mytilida,,Mytiloidea,Mytilidae,Musculinae,,Musculus,discors,NA,,NA,native,unlisted,NA,reported,unobserved,1958-09-05,Ian McTaggart-Cowan,RBCM,979-00346,1898284913,,,,,482998,MOL,accepted,482998,Musculus discors,Musculus discors
Musculus niger,"(J.E. Gray, 1824)",,black mussel,Animalia,Mollusca,,,Bivalvia,Autobranchia,,Mytilida,,Mytiloidea,Mytilidae,Musculinae,,Musculus,niger,NA,,NA,native,unlisted,NA,reported,unobserved,1958-09-05,Ian McTaggart-Cowan,RBCM,979-00347,1898295371,,,,,483000,MOL,accepted,483000,Musculus niger,Musculus niger
Mya arenaria,"Linnaeus, 1758",,soft-shelled clam,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Myida,,Myoidea,Myidae,,,Mya,arenaria,NA,,NA,non-native,unlisted,NA,new 2016,observed,,,,,NA,2016-08-17,Andrew Simon,iNat:3910084,,81634,MOL,accepted,81634,Mya arenaria,Mya arenaria
Mya truncata,"Linnaeus, 1758",,truncated softshell-clam,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Myida,,Myoidea,Myidae,,,Mya,truncata,NA,,NA,native,unlisted,NA,reported,unobserved,2008-04-27,Andy Lamb,PMLS,,NA,,,,,447416,MOL,accepted,447416,Mya truncata,Mya truncata
Mycale (Aegogropila) adhaerens,"(Lambe, 1893)",,smooth scallop sponge,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,Mycalidae,,,Mycale,adhaerens,NA,,NA,native,unlisted,NA,reported,unobserved,1999-07-31,Charlie Gibbs,PMLS,,NA,,,,,256010,POR,accepted,256010,Mycale adhaerens,Mycale adhaerens
Myosotella myosotis,"(Draparnaud, 1801)",,mouse-eared snail,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Eupulmonata,Ellobiida,,Ellobioidea,Ellobiidae,Pythiinae,,Myosotella,myosotis,NA,,NA,non-native,unlisted,NA,new 2016,observed,,,,,NA,2016-09-01,Andrew Simon,iNat:4017005,,225386,MOL,accepted,225386,Myosotella myosotis,Myosotella myosotis
Myoxocephalus polyacanthocephalus,"(Pallas, 1814)",,great sculpin,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Cottoidei,,Psychrolutidae,Myoxocephalinae,,Myoxocephalus,polyacanthocephalus,NA,,NA,native,SNR,NA,confirmed,observed,1982-06-09,K.D. Genereux,CMN,CMNFI 1985-0087.4,NA,2018-08-10,Karolle Wall,iNat:15702534,,47640,FIS,accepted,47640,Myoxocephalus polyacanthocephalus,Myoxocephalus polyacanthocephalus
Mytilimeria nuttalli,"Conrad, 1837",,bladderclam,Animalia,Mollusca,,,Bivalvia,Autobranchia,Anomalodesmata,,,Pandoroidea,Lyonsiidae,,,Mytilimeria,nuttalli,NA,,NA,native,unlisted,NA,reported,unobserved,1985-07-29,Andy Lamb,PMLS,,NA,,,,,873896,MOL,accepted,873896,Mytilimeria nuttalli,Mytilimeria nuttalli
Mytilus edulis complex,,,blue mussel,Animalia,Mollusca,,,Bivalvia,Autobranchia,,Mytilida,,Mytiloidea,Mytilidae,Mytilinae,,Mytilus,edulis,NA,,NA,native,unlisted,NA,confirmed,observed,1982-05-28,Philip Lambert,RBCM,982-00155-001,1898293540,2015-08-05,Andrew Simon,iNat:2599512,,62807,MOL,accepted,117650,Mytilus edulis,Mytilus
Myxicola sp.A,,,petite slime-tube feather-duster,Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,Sabellidae,Sabellinae,,Myxicola,,NA,,NA,native,unlisted,NA,reported,unobserved,2018-06-19,Andy Lamb,PMLS,,NA,,,,"Myxicola sp.A = ""Myxicola aff. aesthetica”; In Europe, M. infundibulum is found in soft-sediments and M. aesthetica on docks & hard-surfaces. However, specimens from the NEP are morphologically and genetically different. In the past, several species of Myxicola were described from California, Puget Sound, and Alaska. This material needs to be re-examined.",492594,WOR,unknown,,,Myxicola aesthetica
Myxicola sp.B,,,slime-tube feather-duster,Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,Sabellidae,Sabellinae,,Myxicola,,NA,,NA,native,unlisted,NA,confirmed,observed,1993-05-09,Charlie Gibbs,PMLS,,NA,2019-05-04,Isabelle M. Côté,iNat:129284413,"Myxicola sp.B = ""Myxicola aff. infundibulum”; In Europe, M. infundibulum is found in soft-sediments and M. aesthetica on docks & hard-surfaces. However, specimens from the NEP are morphologically and genetically different. In the past, several species of Myxicola were described from California, Puget Sound, and Alaska. This material needs to be re-examined.",49533,WOR,unknown,,,Myxicola infundibulum
Myxilla (Myxilla) incrustans,"(Johnston, 1842)",,rough scallop sponge,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,Myxillidae,,,Myxilla,incrustans,NA,,NA,native,unlisted,NA,confirmed,observed,1973-06-14,Philip Lambert,RBCM,973-00137-003,1898298302,1978-02-19,Neil McDaniel,iNat:170665045,,256019,POR,accepted,256019,Myxilla incrustans,Myxilla incrustans
Myxilla (Myxilla) lacunosa,"Lambe, 1893",,sulphur sponge,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,Myxillidae,,,Myxilla,lacunosa,NA,,NA,native,unlisted,NA,reported,unobserved,1973-09-20,Andy Lamb,PMLS,,NA,,,,,459826,POR,accepted,459826,Myxilla lacunosa,Myxilla lacunosa
Nanomia bijuga,"(Delle Chiaje, 1844)",,tailed jelly,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Siphonophorae,Physonectae,,Agalmatidae,,,Nanomia,bijuga,NA,,NA,native,unlisted,NA,confirmed,observed,1993-05-09,Charlie Gibbs,PMLS,,NA,2014-09-18,Karolle Wall,iNat:4052157,,506580,CNI,accepted,506580,Nanomia bijuga,Nanomia bijuga
Nassarius mendicus,"(Gould, 1850)",,western lean nassa,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Buccinoidea,Nassariidae,Nassariinae,,Nassarius,mendicus,NA,,NA,native,unlisted,NA,confirmed,observed,2018-06-19,Andy Lamb,PMLS,,NA,2021-03-13,Andrew Simon,iNat:71173034,,129938,MOL,accepted,129938,Nassarius mendicus,Nassarius mendicus
Nautichthys oculofasciatus,"(Girard, 1858)",,sailfin sculpin,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Cottoidei,,Agonidae,Hemitripterinae,,Nautichthys,oculofasciatus,NA,,NA,native,SNR,NA,confirmed,observed,1995-02-24,Andy Lamb,PMLS,,NA,2015-04-15,Karolle Wall,iNat:3706257,,183019,FIS,accepted,183019,Nautichthys oculofasciatus,Nautichthys oculofasciatus
Neoamphitrite robusta,"(Johnson, 1901)",,,Animalia,Annelida,,,Polychaeta,Sedentaria,,Terebellida,Terebelliformia,,Terebellidae,Terebellinae,,Neoamphitrite,robusta,NA,,NA,,,NA,new 2022,observed,,,,,NA,2022-11-26,Alex Niese,iNat:143065543,,343700,WOR,accepted,343700,Neoamphitrite robusta,Neoamphitrite robusta
Neogale vison,"(Schreber, 1777)",,American mink,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Mustelidae,Mustelinae,,Neogale,vison,NA,,NA,native,S5 (2015),NA,confirmed,observed,2011-05-14,Kent Brothers,VMS,,NA,2017-05-28,Ayla Malcolm,iNat:6485976,,74758,MAM,accepted,1264432,Neogale vison,Neovison vison
Neoleprea spiralis,"(Johnson, 1901)",,spaghetti worm,Animalia,Annelida,,,Polychaeta,Sedentaria,,Terebellida,Terebelliformia,,Terebellidae,Terebellinae,,Neoleprea,spiralis,NA,,NA,native,unlisted,NA,reported,unobserved,1986-09-30,,RBCM,986-00197-015,1898316402,,,,,1136118,WOR,accepted,1136118,Neoleprea spiralis,Neoleprea spiralis
Neosabellaria cementarium,"(Moore, 1906)",,cemented sandmason tubeworm,Animalia,Annelida,,,Polychaeta,Sedentaria,,,,,Sabellariidae,,,Neosabellaria,cementarium,NA,,NA,native,unlisted,NA,reported,unobserved,1996-09-28,Charlie Gibbs,PMLS,,NA,,,,reported as Sabellaria cementarium,339237,WOR,accepted,339237,Neosabellaria cementarium,Neosabellaria cementarium
Neostylidium eschrichtii,"(Middendorff, 1849)",,threaded bittium,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,,,Cerithioidea,Cerithiidae,Bittiinae,,Neostylidium,eschrichtii,NA,,NA,native,unlisted,NA,new 2015,observed,,,,,NA,2015-08-28,Lauren Magner & Andrew Simon,iNat:3735167,,448152,MOL,accepted,897701,Neostylidium eschrichtii,Neostylidium cerithiidae
Neotrypaea californiensis,"(Dana, 1854)",,bay ghost shrimp,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,,Callianassidae,,,Neotrypaea,californiensis,NA,,NA,native,unlisted,NA,confirmed,observed,1995-02-23,Charlie Gibbs,PMLS,,NA,2019-04-20,Natalie Kennedy,iNat:22842052,,56659,ART,accepted,56659,Neotrypaea californiensis,Neotrypaea californiensis
Neoturris breviconis,"(Murbach & Shearer, 1902)",,blob-top jelly,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Filifera,,Pandeidae,,,Neoturris,breviconis,NA,,NA,native,unlisted,NA,confirmed,observed,2007-09-29,Andy Lamb,PMLS,,NA,2011-05-18,Karolle Wall,iNat:3706339,,491131,CNI,accepted,491131,Neoturris breviconis,Neoturris breviconis
Nereis cf. zonata,,,ragworm,Animalia,Annelida,,,Polychaeta,Errantia,,Phyllodocida,Nereidiformia,,Nereididae,Nereidinae,,Nereis,zonata,NA,,NA,,,NA,reported,unobserved,1986-09-30,,RBCM,986-00197-016,1898310721,,,,,347330,WOR,unknown,,,Nereis zonata
Nereis sp.,,,sea-nymph worm,Animalia,Annelida,,,Polychaeta,Errantia,,Phyllodocida,Nereidiformia,,Nereididae,Nereidinae,,Nereis,,NA,,NA,,,NA,reported,unobserved,2008-03-01,Andy Lamb,PMLS,,NA,,,,,81791,WOR,accepted,81791,Nereis,Nereis
Nereis vexillosa,"Grube, 1851",,banner sea-nymph,Animalia,Annelida,,,Polychaeta,Errantia,,Phyllodocida,Nereidiformia,,Nereididae,Nereidinae,,Nereis,vexillosa,NA,,NA,native,unlisted,NA,confirmed,observed,1969-02-22,Andy Lamb,PMLS,,NA,2019-05-04,Lena Dietz Chiasson,iNat:24714358,,81790,WOR,accepted,81790,Nereis vexillosa,Nereis vexillosa
Neverita lewisii,"(Gould, 1847)",,Lewis' moon snail,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,Naticoidea,Naticidae,Polinicinae,,Neverita,lewisii,NA,,NA,native,unlisted,NA,confirmed,observed,1961-06-23,,RBCM,976-01146-004,1898263889,2016-02-07,Peter Luckham,iNat:2763410,,447427,MOL,accepted,447427,Neverita lewisii,Neverita lewisii
Nitidella sp.,,,,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Buccinoidea,Columbellidae,,,Nitidella,,NA,,NA,native,unlisted,NA,reported,unobserved,1959-12-11,Dan Quayle,RBCM,989-00278-023,1898311887,,,,,246721,MOL,accepted,246721,Nitidella,Nitidella
Nucella canaliculata,"(Duclos, 1832)",,channelled dogwinkle,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Muricoidea,Muricidae,Ocenebrinae,,Nucella,canaliculata,NA,,NA,native,unlisted,NA,reported,unobserved,1994-10-23,Andy Lamb,PMLS,,NA,,,,,69998,MOL,accepted,69998,Nucella canaliculata,Nucella canaliculata
Nucella lamellosa,"(Gmelin, 1791)",,wrinkled dogwinkle,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Muricoidea,Muricidae,Ocenebrinae,,Nucella,lamellosa,NA,,NA,native,unlisted,NA,confirmed,observed,1961-06-22,Ian McTaggart-Cowan,RBCM,979-03331,1898271380,2015-04-04,Andrew Simon,iNat:2567596,,117641,MOL,accepted,117641,Nucella lamellosa,Nucella lamellosa
Nucella ostrina,"(Gould, 1852)",,northern striped dogwinkle,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Muricoidea,Muricidae,Ocenebrinae,,Nucella,ostrina,NA,,NA,native,unlisted,NA,confirmed,observed,2008-02-17,Andy Lamb,PMLS,,NA,2019-04-29,Andrew Simon,iNat:24768141,,122704,MOL,accepted,122704,Nucella ostrina,Nucella ostrina
Nuculana leonina,"(Dall, 1896)",,nuculanid clam,Animalia,Mollusca,,,Bivalvia,Protobranchia,,Nuculanida,,Nuculanoidea,Nuculanidae,Nuculaninae,,Nuculana,leonina,NA,,NA,native,unlisted,NA,reported,unobserved,1961-06-22,Ian McTaggart-Cowan,RBCM,979-03316,1898319922,,,,,957348,MOL,accepted,957348,Nuculana leonina,Nuculana leonina
Nuttallia obscurata,"(Reeve, 1857)",,purple mahogany clam,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Cardiida,,Tellinoidea,Psammobiidae,,,Nuttallia,obscurata,NA,,NA,non-native,unlisted,NA,new 2016,observed,,,,,NA,2016-08-21,Tyrel Froese,iNat:4005286,,430211,MOL,accepted,430211,Nuttallia obscurata,Nuttallia obscurata
Obelia sp.,,,wine-glass hydroid,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,Campanulariidae,,,Obelia,,NA,,NA,,,NA,confirmed,observed,1968-08-02,Andy Lamb,PMLS,,NA,2021-06-08,Andrew Simon,iNat:82260691,,49536,CNI,accepted,49536,Obelia,Obelia
