Taxon,Taxon.Author,Subtaxon.Author,Common.Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Hybrid,Subspecies,Variety,Origin,Provincial.Status,National.Status,Reporting.Status,Observation,Collected.Reported..y.m.d.,Collector.Source,Collection.List,Accession.Number,GBIF.ID,First.Observed,Observer,iNaturalist.Link,Notes,ID,Stats.Code,new_year,Reporting.Status.simple,Taxon_std,Order_std,Reporting_raw_std,Reporting_simple_std,Historical_date_std,First_observed_std,Observer_std,Collector_std,new_year_std,status_std,historical_year,observed_year,contribution_year,Order_label
Selatosomus suckleyi,"(LeConte, 1957)",,click beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateroidea,Elateridae,Dendrometrinae,Prosternini,Selatosomus,suckleyi,,,NA,native,SU (2017),,confirmed,observed,1973-04-22,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-30266,,2017-05-13,Scott Gilmore,iNat:6207627,,456441,ART,NA,confirmed,Selatosomus suckleyi,Coleoptera,confirmed,confirmed,1973-04-22,2017-05-13,Scott Gilmore,Geoffrey G.E. Scudder,NA,confirmed,1973,2017,2017,Beetles (Coleoptera)
Sericus incongruus,,,strange click beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateroidea,Elateridae,Elaterinae,Elaterini,Sericus,incongruus,,,NA,,,,new 2018,observed,NA,NA,,,,2018-05-19,Scott Gilmore,iNat:38448448,,211571,ART,2018,new,Sericus incongruus,Coleoptera,new 2018,new,NA,2018-05-19,Scott Gilmore,NA,2018,new,NA,2018,2018,Beetles (Coleoptera)
Stropenron columbiana,"(Brown, 1935)",,propelling click beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateroidea,Elateridae,Dendrometrinae,Prosternini,Stropenron,columbiana,,,NA,native,SU (2017),,confirmed,observed,1981-04-18,Sydney G. Cannings,SEM,SEM-UBC COL-30247,,2018-05-20,Scott Gilmore,iNat:12958123,reported as Pseudanostirus propolus,456424,ART,NA,confirmed,Stropenron columbiana,Coleoptera,confirmed,confirmed,1981-04-18,2018-05-20,Scott Gilmore,Sydney G. Cannings,NA,confirmed,1981,2018,2018,Beetles (Coleoptera)
Stropenron pudica,,,propelling click beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateroidea,Elateridae,Dendrometrinae,Prosternini,Stropenron,pudica,,,NA,,,,new 2017,observed,NA,NA,,,,2017-05-13,Scott Gilmore,iNat:6333088,reported as Pseudanostirus pudicus,456427,ART,2017,new,Stropenron pudica,Coleoptera,new 2017,new,NA,2017-05-13,Scott Gilmore,NA,2017,new,NA,2017,2017,Beetles (Coleoptera)
Sylvanelater furtivus,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateroidea,Elateridae,Dendrometrinae,,Sylvanelater,furtivus,,,NA,,,,new 2025,observed,NA,NA,,,,2025-05-01,Kevin Toomer,iNat:277512058,,456447,ART,2025,new,Sylvanelater furtivus,Coleoptera,new 2025,new,NA,2025-05-01,Kevin Toomer,NA,2025,new,NA,2025,2025,Beetles (Coleoptera)
Dacne californica,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujoidea,Erotylidae,Erotylinae,,Dacne,californica,,,NA,,,,new 2024,observed,NA,NA,,,,2024-06-13,Chris Ratzlaff,iNat:243269454,,302022,ART,2024,new,Dacne californica,Coleoptera,new 2024,new,NA,2024-06-13,Chris Ratzlaff,NA,2024,new,NA,2024,2024,Beetles (Coleoptera)
Triplax californica,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujoidea,Erotylidae,Erotylinae,Tritomini,Triplax,californica,,,NA,,,,new 2023,observed,NA,NA,,,,2023-05-27,Scott Gilmore,iNat:164750922,,456467,ART,2023,new,Triplax californica,Coleoptera,new 2023,new,NA,2023-05-27,Scott Gilmore,NA,2023,new,NA,2023,2023,Beetles (Coleoptera)
Odonteus obesus,"(LeConte, 1859)",,earth-boring scarab beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Scarabaeoidea,Geotrupidae,Bolboceratinae,Odonteini,Odonteus,obesus,,,NA,native,S4S5 (2017),,reported,unobserved,1973-12-07,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-18166,,NA,NA,,reported as Bolboceras obesus,456509,ART,NA,reported,Odonteus obesus,Coleoptera,reported,reported,1973-12-07,NA,NA,Geoffrey G.E. Scudder,NA,reported,1973,NA,NA,Beetles (Coleoptera)
Gyrinus bifarius,"Fall, 1922",,whirligig beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,,Gyrinidae,Gyrininae,Gyrinini,Gyrinus,bifarius,,,NA,native,S4S5 (2017),,new 2017,observed,NA,NA,,,,2017-05-14,Scott Gilmore,iNat:6346257,,220770,ART,2017,new,Gyrinus bifarius,Coleoptera,new 2017,new,NA,2017-05-14,Scott Gilmore,NA,2017,new,NA,2017,2017,Beetles (Coleoptera)
Gyrinus picipes,"Aubé, 1838",,whirligig beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,,Gyrinidae,Gyrininae,Gyrinini,Gyrinus,picipes,,,NA,native,S5 (2017),,reported,unobserved,1984-05-15,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-01509,,NA,NA,,,220785,ART,NA,reported,Gyrinus picipes,Coleoptera,reported,reported,1984-05-15,NA,NA,Geoffrey G.E. Scudder,NA,reported,1984,NA,NA,Beetles (Coleoptera)
Helophorus lacustris,"LeConte, 1850",,water scavenger beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Hydrophiloidea,Helophoridae,,,Helophorus,lacustris,,,NA,native,S4S5 (2017),,reported,unobserved,1984-03-18,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-29426,,NA,NA,,,221132,ART,NA,reported,Helophorus lacustris,Coleoptera,reported,reported,1984-03-18,NA,NA,Geoffrey G.E. Scudder,NA,reported,1984,NA,NA,Beetles (Coleoptera)
Helophorus ledatus,"Orchymont, 1945",,water scavenger beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Hydrophiloidea,Helophoridae,,,Helophorus,ledatus,,,NA,native,SU (2017),,reported,unobserved,1975-04-16,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-29428,,NA,NA,,,456681,ART,NA,reported,Helophorus ledatus,Coleoptera,reported,reported,1975-04-16,NA,NA,Geoffrey G.E. Scudder,NA,reported,1975,NA,NA,Beetles (Coleoptera)
Paromalus mancus,,,clown beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Histeroidea,Histeridae,Dendrophilinae,Paromalini,Paromalus,mancus,,,NA,,,,new 2019,observed,NA,NA,,,,2019-05-04,Charlene Wood,iNat:32816042,,456599,ART,2019,new,Paromalus mancus,Coleoptera,new 2019,new,NA,2019-05-04,Charlene Wood,NA,2019,new,NA,2019,2019,Beetles (Coleoptera)
Anacaena lutescens,"(Stephens, 1829)",,water scavenger beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Hydrophiloidea,Hydrophilidae,Chaetarthriinae,Anacaenini,Anacaena,lutescens,,,NA,native,SNR,,reported,unobserved,1972-03-18,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-29365,,NA,NA,,,456647,ART,NA,reported,Anacaena lutescens,Coleoptera,reported,reported,1972-03-18,NA,NA,Geoffrey G.E. Scudder,NA,reported,1972,NA,NA,Beetles (Coleoptera)
Enochrus sp.,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Hydrophiloidea,Hydrophilidae,Enochrinae,,Enochrus,,,,NA,,,,new 2024,observed,NA,NA,,,,2024-06-15,Chris Ratzlaff,iNat:243269472,,173601,ART,2024,new,Enochrus sp.,Coleoptera,new 2024,new,NA,2024-06-15,Chris Ratzlaff,NA,2024,new,NA,2024,2024,Beetles (Coleoptera)
Brachypterus sp.,,,pollen beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujoidea,Kateretidae,,,Brachypterus,,,,NA,,,,new 2017,unobserved,2017-05-27,Joel Gibson & H. Choong,RBCM,ENT017-002267,,NA,NA,,,173287,ART,2017,new,Brachypterus sp.,Coleoptera,new 2017,new,2017-05-27,NA,NA,Joel Gibson & H. Choong,2017,new,2017,NA,2017,Beetles (Coleoptera)
Brachypterus urticae,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujoidea,Kateretidae,,,Brachypterus,urticae,,,NA,,,,new 2024,observed,NA,NA,,,,2024-04-27,Liam Ragan,iNat:210522091,,215401,ART,2024,new,Brachypterus urticae,Coleoptera,new 2024,new,NA,2024-04-27,Liam Ragan,NA,2024,new,NA,2024,2024,Beetles (Coleoptera)
Photinus corrusca complex,"(Linnaeus, 1767)",,diurnal firefly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateroidea,Lampyridae,Lampyrinae,Photinini,Ellychnia,corrusca,,,NA,native,SNR,,reported,unobserved,1985-05-19,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-31659,,NA,NA,,reported as Ellychnia corrusca complex,125627,ART,NA,reported,Photinus corrusca complex,Coleoptera,reported,reported,1985-05-19,NA,NA,Geoffrey G.E. Scudder,NA,reported,1985,NA,NA,Beetles (Coleoptera)
Photinus facula,"(LeConte, 1854)",,diurnal firefly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateroidea,Lampyridae,Lampyrinae,Photinini,Ellychnia,facula,,,NA,native,SNR,,reported,unobserved,1981-02-22,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-31811,,NA,NA,,reported as Ellychnia facula,334498,ART,NA,reported,Photinus facula,Coleoptera,reported,reported,1981-02-22,NA,NA,Geoffrey G.E. Scudder,NA,reported,1981,NA,NA,Beetles (Coleoptera)
Photinus greeni,"(Fender in Hatch, 1962)",,diurnal firefly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateroidea,Lampyridae,Lampyrinae,Photinini,Photinus,greeni,,,NA,,,,new 2022,observed,NA,NA,,,,2022-03-26,Liam Ragan,iNat:109623918,,1616235,ART,2022,new,Photinus greeni,Coleoptera,new 2022,new,NA,2022-03-26,Liam Ragan,NA,2022,new,NA,2022,2022,Beetles (Coleoptera)
Photinus hatchi,"(Fender in Hatch, 1962)",,diurnal firefly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateroidea,Lampyridae,Lampyrinae,Photinini,Ellychnia,hatchi,,,NA,native,SNR,,confirmed,observed,1985-06-02,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-31868,,2017-05-28,Andrew Simon,iNat:6409665,reported as Ellychnia hatchi,320483,ART,NA,confirmed,Photinus hatchi,Coleoptera,confirmed,confirmed,1985-06-02,2017-05-28,Andrew Simon,Geoffrey G.E. Scudder,NA,confirmed,1985,2017,2017,Beetles (Coleoptera)
Agathidium maculosum,"Brown, 1928",,round fungus beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Staphylinoidea,Leiodidae,Leiodinae,Agathidiini,Agathidium,maculosum,,,NA,native,SU (2017),,new 2017,observed,NA,NA,,,,2017-05-13,Scott Gilmore,iNat:6224524,,456765,ART,2017,new,Agathidium maculosum,Coleoptera,new 2017,new,NA,2017-05-13,Scott Gilmore,NA,2017,new,NA,2017,2017,Beetles (Coleoptera)
Leiodes karinae,"Baranowski, 1993",,round fungus beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Staphylinoidea,Leiodidae,Leiodinae,Leiodini,Leiodes,karinae,,,NA,native,SU (2017),,reported,unobserved,1981-06-07,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-27652,,NA,NA,,,456828,ART,NA,reported,Leiodes karinae,Coleoptera,reported,reported,1981-06-07,NA,NA,Geoffrey G.E. Scudder,NA,reported,1981,NA,NA,Beetles (Coleoptera)
Eronyxa pallida,"(Motschulsky, 1863)",,transluscent bark-gnawing beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cleroidea,Lophocateridae,,Lophocaterini,Eronyxa,pallida,,,NA,native,S4S5 (2017),,confirmed,observed,1986-06-01,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-20315,,2017-05-13,Scott Gilmore,iNat:6223426,,458141,ART,NA,confirmed,Eronyxa pallida,Coleoptera,confirmed,confirmed,1986-06-01,2017-05-13,Scott Gilmore,Geoffrey G.E. Scudder,NA,confirmed,1986,2017,2017,Beetles (Coleoptera)
Ceruchus striatus,"LeConte, 1859",,stag beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Scarabaeoidea,Lucanidae,Syndesinae,Ceruchini,Ceruchus,striatus,,,NA,native,S3S5 (2017),,reported,unobserved,1983-01-16,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-27946,,NA,NA,,,456874,ART,NA,reported,Ceruchus striatus,Coleoptera,reported,reported,1983-01-16,NA,NA,Geoffrey G.E. Scudder,NA,reported,1983,NA,NA,Beetles (Coleoptera)
Platycerus oregonensis,"Westwood, 1844",,stag beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Scarabaeoidea,Lucanidae,Lucaninae,Platycerini,Platycerus,oregonensis,,,NA,native,S3S5 (2017),,reported,unobserved,1983-05-22,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-31532,,NA,NA,,,244813,ART,NA,reported,Platycerus oregonensis,Coleoptera,reported,reported,1983-05-22,NA,NA,Geoffrey G.E. Scudder,NA,reported,1983,NA,NA,Beetles (Coleoptera)
Sinodendron rugosum,"Mannerheim, 1843",,rugose stag beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Scarabaeoidea,Lucanidae,Syndesinae,Sinodendronini,Sinodendron,rugosum,,,NA,native,S3S5 (2017),,confirmed,observed,1980-07-08,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-31608,,2022-07-05,Nancy Tamblyn,iNat:124961295,,321486,ART,NA,confirmed,Sinodendron rugosum,Coleoptera,confirmed,confirmed,1980-07-08,2022-07-05,Nancy Tamblyn,Geoffrey G.E. Scudder,NA,confirmed,1980,2022,2022,Beetles (Coleoptera)
Dictyoptera simplicipes,"Mannerheim, 1843",,net-winged beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateroidea,Lycidae,Erotinae,,Dictyoptera,simplicipes,,,NA,native,SU (2017),,confirmed,observed,1981-04-19,Sydney G. Cannings,SEM,SEM-UBC COL-31013,,2022-05-07,Chaynna Jane Hoffman,iNat:115955369,,67755,ART,NA,confirmed,Dictyoptera simplicipes,Coleoptera,confirmed,confirmed,1981-04-19,2022-05-07,Chaynna Jane Hoffman,Sydney G. Cannings,NA,confirmed,1981,2022,2022,Beetles (Coleoptera)
Prothalpia holmbergi,"(Mannerheim, 1852)",,false darkling beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Tenebrionoidea,Melandryidae,Melandryinae,Melandryini,Prothalpia,holmbergi,,,NA,native,S4S5 (2017),,new 2016,observed,NA,NA,,,,2016-06-23,"Alison, Laura and Malcolm Colwell",iNat:3562624,,456917,ART,2016,new,Prothalpia holmbergi,Coleoptera,new 2016,new,NA,2016-06-23,"Alison, Laura and Malcolm Colwell",NA,2016,new,NA,2016,2016,Beetles (Coleoptera)
Listrus sp.,,,soft-winged flower beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cleroidea,Melyridae,Dasytinae,Listrini,Listrus,,,,NA,,,,new 2017,observed,2023-05-27,Chris G. Ratzlaff,CGR,CREC-12290,,2017-04-11,Andrew Simon,iNat:5677062,,210555,ART,2017,new,Listrus sp.,Coleoptera,new 2017,new,2023-05-27,2017-04-11,Andrew Simon,Chris G. Ratzlaff,2017,new,2023,2017,2017,Beetles (Coleoptera)
Malachius auritus,"LeConte, 1852",,malachite beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cleroidea,Melyridae,Malachiinae,Malachiini,Malachius,auritus,,,NA,native,S4S5 (2017),,reported,unobserved,1979-04-28,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-25241,,NA,NA,,,456968,ART,NA,reported,Malachius auritus,Coleoptera,reported,reported,1979-04-28,NA,NA,Geoffrey G.E. Scudder,NA,reported,1979,NA,NA,Beetles (Coleoptera)
Macreurops longicollis,"(Horn, 1879)",,root-eating beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujoidea,Monotomidae,Monotominae,Europini,Macreurops,longicollis,,,NA,native,SU (2017),,reported,unobserved,1972-05-28,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-21233,,NA,NA,,,456991,ART,NA,reported,Macreurops longicollis,Coleoptera,reported,reported,1972-05-28,NA,NA,Geoffrey G.E. Scudder,NA,reported,1972,NA,NA,Beetles (Coleoptera)
Rhizophagus sculpturatus,"Mannerheim, 1852",,root-eating beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujoidea,Monotomidae,Rhizophaginae,,Rhizophagus,sculpturatus,,,NA,native,S4S5 (2017),,reported,unobserved,1975-04-16,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-21466,,NA,NA,,,457001,ART,NA,reported,Rhizophagus sculpturatus,Coleoptera,reported,reported,1975-04-16,NA,NA,Geoffrey G.E. Scudder,NA,reported,1975,NA,NA,Beetles (Coleoptera)
Mycetophagus californicus,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Tenebrionoidea,Mycetophagidae,,,Mycetophagus,californicus,,,NA,,,,new 2023,observed,NA,NA,,,,2023-05-27,Scott Gilmore,iNat:164750918,,457048,ART,2023,new,Mycetophagus californicus,Coleoptera,new 2023,new,NA,2023-05-27,Scott Gilmore,NA,2023,new,NA,2023,2023,Beetles (Coleoptera)
Epuraea aestiva,"(Linnaeus, 1758)",,sap beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujoidea,Nitidulidae,Epuraeinae,Epuraeini,Epuraea,aestiva,,,NA,native,S5 (2017),,new 2017,observed,NA,NA,,,,2017-04-20,Andrew Simon,iNat:5886025,,219366,ART,2017,new,Epuraea aestiva,Coleoptera,new 2017,new,NA,2017-04-20,Andrew Simon,NA,2017,new,NA,2017,2017,Beetles (Coleoptera)
Pityophagus rufipennis,"Horn, 1872",,sap-feeding beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujoidea,Nitidulidae,Cryptarchinae,,Pityophagus,rufipennis,,,NA,native,S4S5 (2017),,reported,unobserved,1972-05-28,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-25370,,NA,NA,,,457099,ART,NA,reported,Pityophagus rufipennis,Coleoptera,reported,reported,1972-05-28,NA,NA,Geoffrey G.E. Scudder,NA,reported,1972,NA,NA,Beetles (Coleoptera)
Thalycra sinuata,"Howden, 1961",,sap-feeding beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujoidea,Nitidulidae,Nitidulinae,Nitidulini,Thalycra,sinuata,,,NA,native,SU (2017),,reported,unobserved,1973-09-01,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-25378,,NA,NA,,,457110,ART,NA,reported,Thalycra sinuata,Coleoptera,reported,reported,1973-09-01,NA,NA,Geoffrey G.E. Scudder,NA,reported,1973,NA,NA,Beetles (Coleoptera)
Ditylus quadricollis,"(LeConte, 1851)",,false blister beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Tenebrionoidea,Oedemeridae,Nacerdinae,Ditylini,Ditylus,quadricollis,,,NA,native,SU (2017),,new 2016,observed,NA,NA,,,,2016-05-31,Sarah Tweedale,iNat:3539278,,361540,ART,2016,new,Ditylus quadricollis,Coleoptera,new 2016,new,NA,2016-05-31,Sarah Tweedale,NA,2016,new,NA,2016,2016,Beetles (Coleoptera)
Peltis pippingskoeldi,"Mannerheim, 1852",,bark-gnawing beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cleroidea,Peltidae,,,Peltis,pippingskoeldi,,,NA,native,S4S5 (2017),,confirmed,observed,1979-10-08,J. Scudder,SEM,SEM-UBC COL-20426,,2019-05-04,Charlene Wood,iNat:24668130,reported as Ostoma pippingskoeldi,458279,ART,NA,confirmed,Peltis pippingskoeldi,Coleoptera,confirmed,confirmed,1979-10-08,2019-05-04,Charlene Wood,J. Scudder,NA,confirmed,1979,2019,2019,Beetles (Coleoptera)
Olibrus sp.,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujoidea,Phalacridae,,,Olibrus,,,,NA,,,,new 2023,observed,NA,NA,,,,2023-05-27,Zeke Gilmore,iNat:165064484,,132031,ART,2023,new,Olibrus sp.,Coleoptera,new 2023,new,NA,2023-05-27,Zeke Gilmore,NA,2023,new,NA,2023,2023,Beetles (Coleoptera)
Phalacrus penicillatus,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujoidea,Phalacridae,,,Phalacrus,penicillatus,,,NA,,,,new 2023,observed,NA,NA,,,,2023-05-26,Chris Ratzlaff,iNat:186894399,,457123,ART,2023,new,Phalacrus penicillatus,Coleoptera,new 2023,new,NA,2023-05-26,Chris Ratzlaff,NA,2023,new,NA,2023,2023,Beetles (Coleoptera)
Ernobius sp.,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Bostrichoidea,Ptinidae,Ernobiinae,Ernobiini,Ernobius,,,,NA,,,,new 2023,unobserved,2023-05-27,Chris G. Ratzlaff,CGR,CREC-12291,,NA,NA,,,173531,ART,2023,new,Ernobius sp.,Coleoptera,new 2023,new,2023-05-27,NA,NA,Chris G. Ratzlaff,2023,new,2023,NA,2023,Beetles (Coleoptera)
Ptilinus basalis,"LeConte, 1858",,spider beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Bostrichoidea,Ptinidae,Ptilininae,,Ptilinus,basalis,,,NA,native,SU (2017),,reported,unobserved,1973-07-09,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-28001,,NA,NA,,,457193,ART,NA,reported,Ptilinus basalis,Coleoptera,reported,reported,1973-07-09,NA,NA,Geoffrey G.E. Scudder,NA,reported,1973,NA,NA,Beetles (Coleoptera)
Ptinus fallax,,,spider beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Bostrichoidea,Ptinidae,Ptininae,Ptinini,Ptinus,fallax,,,NA,,,,new 2017,observed,NA,NA,,,,2017-05-13,Scott Gilmore,iNat:6224412,,457195,ART,2017,new,Ptinus fallax,Coleoptera,new 2017,new,NA,2017-05-13,Scott Gilmore,NA,2017,new,NA,2017,2017,Beetles (Coleoptera)
Ptinus sp.,,,spider beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Bostrichoidea,Ptinidae,Ptininae,Ptinini,Ptinus,,,,NA,,,,new 2017,observed,NA,NA,,,,2017-05-13,Scott Gilmore,iNat:6224412,,550678,ART,2017,new,Ptinus sp.,Coleoptera,new 2017,new,NA,2017-05-13,Scott Gilmore,NA,2017,new,NA,2017,2017,Beetles (Coleoptera)
Vrilletta decorata,,,ptinid beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Bostrichoidea,Ptinidae,Xyletininae,,Vrilletta,decorata,,,NA,,,,new 2019,observed,NA,NA,,,,2019-05-03,Scott Gilmore,iNat:26065213,,457204,ART,2019,new,Vrilletta decorata,Coleoptera,new 2019,new,NA,2019-05-03,Scott Gilmore,NA,2019,new,NA,2019,2019,Beetles (Coleoptera)
Xestobium affine,"LeConte, 1874",,ptinid beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Bostrichoidea,Ptinidae,Ernobiinae,Xestobiini,Xestobium,affine,,,NA,native,S4S5 (2017),,new 2018,observed,NA,NA,,,,2018-05-15,Andrew Simon,iNat:27254775,,457206,ART,2018,new,Xestobium affine,Coleoptera,new 2018,new,NA,2018-05-15,Andrew Simon,NA,2018,new,NA,2018,2018,Beetles (Coleoptera)
Dendroides ephemeroides,,,fire-colored beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Tenebrionoidea,Pyrochroidae,Pyrochroinae,,Dendroides,ephemeroides,,,NA,,,,new 2019,observed,NA,NA,,,,2019-05-03,Charlene Wood,iNat:24587213,,83186,ART,2019,new,Dendroides ephemeroides,Coleoptera,new 2019,new,NA,2019-05-03,Charlene Wood,NA,2019,new,NA,2019,2019,Beetles (Coleoptera)
Clinidium calcaratum,"LeConte, 1875",,ground beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,Caraboidea,Rhysodidae,,Clinidiini,Clinidium,calcaratum,,,NA,native,SU (2017),,confirmed,observed,1976-12-27,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-17694,,2019-05-01,Scott Gilmore,iNat:34740614,,217197,ART,NA,confirmed,Clinidium calcaratum,Coleoptera,confirmed,confirmed,1976-12-27,2019-05-01,Scott Gilmore,Geoffrey G.E. Scudder,NA,confirmed,1976,2019,2019,Beetles (Coleoptera)
Diplotaxis brevicollis,,,scarab beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Scarabaeoidea,Scarabaeidae,Melolonthinae,Diplotaxini,Diplotaxis,brevicollis,,,NA,,,,new 2018,observed,NA,NA,,,,2018-06-10,Andrew Simon,iNat:36153959,,313092,ART,2018,new,Diplotaxis brevicollis,Coleoptera,new 2018,new,NA,2018-06-10,Andrew Simon,NA,2018,new,NA,2018,2018,Beetles (Coleoptera)
Polyphylla crinita,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Scarabaeoidea,Scarabaeidae,Melolonthinae,Melolonthini,Polyphylla,crinita,,,NA,,,,new 2018,observed,NA,NA,,,,2018-08-12,cheeseweasel,iNat:56903251,,301229,ART,2018,new,Polyphylla crinita,Coleoptera,new 2018,new,NA,2018-08-12,cheeseweasel,NA,2018,new,NA,2018,2018,Beetles (Coleoptera)
