Taxon,Taxon.Author,Subtaxon.Author,Common.Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Hybrid,Subspecies,Variety,Origin,Provincial.Status,National.Status,Reporting.Status,Observation,Collected.Reported..y.m.d.,Collector.Source,Collection.List,Accession.Number,GBIF.ID,First.Observed,Observer,iNaturalist.Link,Notes,ID,Stats.Code,new_year,Reporting.Status.simple,Family_std,Taxon_std,Reporting_raw_std,Reporting_simple_std,Collector_std,Observer_std,Historical_date_std,First_observed_std,iNat_URL_raw_std,iNat_ID_raw_std,Collection_std,Accession_std,new_year_std,status_std,historical_year,observed_year,Family_label
Uria aalge,"(Pontoppidan, 1763)",,common murre,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Charadriiformes,NA,NA,Alcidae,,NA,Uria,aalge,NA,,NA,native,"S2B,S3S4N (2015)",NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2015-11-28,bobmcd’,iNat:2437278,,4519,BIR,NA,confirmed,Alcidae,Uria aalge,confirmed,confirmed,Galiano Naturalist,bobmcd’,2016,2015-11-28,iNat:2437278,4519,Galiano Bird Checklist,NA,NA,confirmed,2016,2015,"Auks, murres & puffins (Alcidae)"
Urile pelagicus,"Pallas, 1811",,pelagic cormorant,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Suliformes,NA,NA,Phalacrocoracidae,,NA,Urile,pelagicus,NA,,NA,native,S4 (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2015-12-20,Andrew Simon,iNat:2562745,,1289605,BIR,NA,confirmed,Phalacrocoracidae,Urile pelagicus,confirmed,confirmed,Galiano Naturalist,Andrew Simon,2016,2015-12-20,iNat:2562745,1289605,Galiano Bird Checklist,NA,NA,confirmed,2016,2015,Cormorants (Phalacrocoracidae)
Urile penicillatus,"(Brandt, 1837)",,Brandt's cormorant,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Suliformes,NA,NA,Phalacrocoracidae,,NA,Urile,penicillatus,NA,,NA,native,"S1B,S4N (2015)",NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2012-05-03,Michael Hoebel,iNat:4046927,,1289607,BIR,NA,confirmed,Phalacrocoracidae,Urile penicillatus,confirmed,confirmed,Galiano Naturalist,Michael Hoebel,2016,2012-05-03,iNat:4046927,1289607,Galiano Bird Checklist,NA,NA,confirmed,2016,2012,Cormorants (Phalacrocoracidae)
Vireo cassinii,"Xantus de Vesey, 1858",,Cassin's vireo,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Passeriformes,NA,NA,Vireonidae,,NA,Vireo,cassinii,NA,,NA,native,S5B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2015-05-18,Michael Hoebel,iNat:4054050,,17382,BIR,NA,confirmed,Vireonidae,Vireo cassinii,confirmed,confirmed,Galiano Naturalist,Michael Hoebel,2016,2015-05-18,iNat:4054050,17382,Galiano Bird Checklist,NA,NA,confirmed,2016,2015,Vireos (Vireonidae)
Vireo huttoni,"Cassin, 1851",,Hutton’s vireo,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Passeriformes,NA,NA,Vireonidae,,NA,Vireo,huttoni,NA,,NA,native,S4 (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2019-02-22,Andrew Simon,iNat:20571106,,17375,BIR,NA,confirmed,Vireonidae,Vireo huttoni,confirmed,confirmed,Galiano Naturalist,Andrew Simon,2016,2019-02-22,iNat:20571106,17375,Galiano Bird Checklist,NA,NA,confirmed,2016,2019,Vireos (Vireonidae)
Vireo swainsoni,"Baird, SF 1858",,Western warbling vireo,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Passeriformes,NA,NA,Vireonidae,,NA,Vireo,swainsoni,NA,,NA,native,S5B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2015-07-02,Lauren Magner,iNat:2561814,reported as Vireo gilvus,17394,BIR,NA,confirmed,Vireonidae,Vireo swainsoni,confirmed,confirmed,Galiano Naturalist,Lauren Magner,2016,2015-07-02,iNat:2561814,17394,Galiano Bird Checklist,NA,NA,confirmed,2016,2015,Vireos (Vireonidae)
Xanthocephalus xanthocephalus,"(Bonaparte, 1826)",,yellow-headed blackbird,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Passeriformes,NA,NA,Icteridae,,NA,Xanthocephalus,xanthocephalus,NA,,NA,native,S4B (2015),NA,reported,unobserved,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,NA,NA,,,NA,BIR,NA,reported,Icteridae,Xanthocephalus xanthocephalus,reported,reported,Galiano Naturalist,NA,2016,NA,NA,NA,Galiano Bird Checklist,NA,NA,reported,2016,NA,"Blackbirds, orioles & meadowlarks (Icteridae)"
Zenaida macroura,"(Linnaeus, 1758)",,mourning dove,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Columbiformes,NA,NA,Columbidae,,NA,Zenaida,macroura,NA,,NA,native,S4?B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2011-05-30,Michael Hoebel,iNat:4046898,,3454,BIR,NA,confirmed,Columbidae,Zenaida macroura,confirmed,confirmed,Galiano Naturalist,Michael Hoebel,2016,2011-05-30,iNat:4046898,3454,Galiano Bird Checklist,NA,NA,confirmed,2016,2011,Pigeons & doves (Columbidae)
Zonotrichia albicollis,"(Gmelin, 1789)",,white-throated sparrow,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Passeriformes,NA,NA,Passerellidae,,NA,Zonotrichia,albicollis,NA,,NA,native,S5 (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2019-10-13,Michael Hoebel,iNat:34332372,,9184,BIR,NA,confirmed,Passerellidae,Zonotrichia albicollis,confirmed,confirmed,Galiano Naturalist,Michael Hoebel,2016,2019-10-13,iNat:34332372,9184,Galiano Bird Checklist,NA,NA,confirmed,2016,2019,New World sparrows (Passerellidae)
Zonotrichia atricapilla,"(Gmelin, 1789)",,golden-crowned sparrow,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Passeriformes,NA,NA,Passerellidae,,NA,Zonotrichia,atricapilla,NA,,NA,native,S5?B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2016-06-27,Sarah Tweedale,iNat:4041637,,9185,BIR,NA,confirmed,Passerellidae,Zonotrichia atricapilla,confirmed,confirmed,Galiano Naturalist,Sarah Tweedale,2016,2016-06-27,iNat:4041637,9185,Galiano Bird Checklist,NA,NA,confirmed,2016,2016,New World sparrows (Passerellidae)
Zonotrichia leucophrys,"(Forster, 1772)",,white-crowned sparrow,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Passeriformes,NA,NA,Passerellidae,,NA,Zonotrichia,leucophrys,NA,,NA,native,S5 (2011),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2015-06-19,Peter Taylor,iNat:103172276,,9176,BIR,NA,confirmed,Passerellidae,Zonotrichia leucophrys,confirmed,confirmed,Galiano Naturalist,Peter Taylor,2016,2015-06-19,iNat:103172276,9176,Galiano Bird Checklist,NA,NA,confirmed,2016,2015,New World sparrows (Passerellidae)
Zonotrichia querula,"(Nuttall, 1840)",,Harris's sparrow,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Passeriformes,NA,NA,Passerellidae,,NA,Zonotrichia,querula,NA,,NA,native,SUM (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2019-12-27,Chad Diakow,iNat:37144595,listed as regularly occurring but “rare for this area” on the southern Vancouver Island checklist,NA,BIR,NA,confirmed,Passerellidae,Zonotrichia querula,confirmed,confirmed,Galiano Naturalist,Chad Diakow,2016,2019-12-27,iNat:37144595,NA,Galiano Bird Checklist,NA,NA,confirmed,2016,2019,New World sparrows (Passerellidae)
