"","Taxon","Taxon.Author","Subtaxon.Author","Common.Name","Kingdom","Phylum","Subphylum","Superclass","Class","Subclass","Superorder","Order","Suborder","Superfamily","Family","Subfamily","Tribe","Genus","Origin","Status","Reporting.Status","Observation","Collected.Reported..y.m.d.","Collector.Source","Collection.List","Accession.Number","GBIF.ID","First.Observed","Observer","iNaturalist.Link","Notes","ID","Stats.Code"
"599","Crataegus monogyna var. monogyna","Jacq.","","common hawthorn","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","Magnoliidae","Rosanae","Rosales",NA,NA,"Rosaceae","","","Crataegus","exotic","SNA","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2015-06-24","Lauren Magner & Andrew Simon","http://www.inaturalist.org/observations/2564074","",51147,"VAS"
"600","Crepis capillaris","(L.) Wallr.","","smooth hawksbeard","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","Magnoliidae","Asteranae","Asterales",NA,NA,"Asteraceae","Cichorioideae","","Crepis","exotic","SNA","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2015-06-24","Lauren Magner & Andrew Simon","http://www.inaturalist.org/observations/2564076","",54050,"VAS"
"601","Crocidium multicaule","Hook.","","gold star","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","Magnoliidae","Asteranae","Asterales",NA,NA,"Asteraceae","Asteroideae","","Crocidium","native","S4","confirmed","observed","1974-04-21","Wilfred B. Schofield","UBC","V156690",NA,"2014-03-22","Ryan Batten","https://www.inaturalist.org/observations/9145124","",57524,"VAS"
"602","Crocus × stellaris","Haw.","","dutch yellow crocus","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Asparagales",NA,NA,"Iridaceae","Crocoideae","Croceae","Crocus","","","new 2020","observed","","","","",NA,"2020-02-08","ssilverman","https://www.inaturalist.org/observations/38469122","",487126,"VAS"
"603","Crocus vernus","(L.) Hill","","spring crocus","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Asparagales",NA,NA,"Iridaceae","Crocoideae","Croceae","Crocus","","","new 2019","observed","","","","",NA,"2019-03-16","grrrace","https://www.inaturalist.org/observations/21351316","",55769,"VAS"
"604","Cuscuta pacifica var. pacifica","Costea & M.A.R. Wright","","goldenthread","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","Magnoliidae","Asteranae","Solanales",NA,NA,"Convolvulaceae","","","Cuscuta","native","S4","new 2016","observed","","","","",NA,"2010-08-14","T. Abe Lloyd","https://www.inaturalist.org/observations/37239710","",76553,"VAS"
"605","Cyclamen hederifolium","Aiton","","cyclamen","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","Magnoliidae","Asteranae","Ericales",NA,NA,"Primulaceae","","","Cyclamen","exotic","SNA","new 2017","observed","","","","",NA,"2017-10-01","Tiffany Moser","https://www.inaturalist.org/observations/8215351","",127355,"VAS"
"606","Cymbalaria muralis","P. Gaertn., B. Mey. & Scherb.","","ivy-leaved toadflax","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","Magnoliidae","Asteranae","Lamiales",NA,NA,"Plantaginaceae","","","Cymbalaria","exotic","SNA","new 2019","observed","","","","",NA,"2019-04-17","Larissa Marie","https://www.inaturalist.org/observations/22631582","",55727,"VAS"
"607","Cynosurus cristatus","L.","","crested dogtail","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales",NA,NA,"Poaceae","Pooideae","","Cynosurus","exotic","SNA","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2017-06-06","Andrew Simon","http://inaturalist.ca/observations/6531949","",76581,"VAS"
"608","Cynosurus echinatus","L.","","hedgehog dogtail","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales",NA,NA,"Poaceae","Pooideae","","Cynosurus","exotic","SNA","confirmed","observed","1986-08-03","Gerald B. Straley","UBC","V190606",NA,"2013-06-20","Felix Erhard","http://www.inaturalist.org/observations/2588511","",47695,"VAS"
"609","Cystopteris fragilis","(L.) Bernh.","","fragile fern","Plantae","Pteridophyta","",NA,"Polypodiopsida","Polypodiidae","","Polypodiales",NA,NA,"Cystopteridaceae","","","Cystopteris","native","S5","confirmed","observed","1996-05-22","Harvey Janszen, Jenifer Penny & Charlotte Norris","RBCM","V175175",1949623931,"2017-03-30","Andrew Simon","https://www.inaturalist.org/observations/5516498","",58755,"VAS"
"610","Cytisus scoparius","(L.) Link","","Scotch broom","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","Magnoliidae","Rosanae","Fabales",NA,NA,"Fabaceae","Faboideae","","Cytisus","exotic","SNA","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2009-04-23","Paul Abell","https://www.inaturalist.org/observations/38207181","",48538,"VAS"
"611","Dactylis glomerata","L.","","orchard grass","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales",NA,NA,"Poaceae","Pooideae","","Dactylis","exotic","SNA","confirmed","observed","1979-06-08","Harvey Janszen","RBCM","V097880",NA,"2015-05-17","Andrew Simon","http://www.inaturalist.org/observations/2621743","",52720,"VAS"
"612","Danthonia californica","Bol.","","California oatgrass","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales",NA,NA,"Poaceae","Danthonioideae","","Danthonia","native","S5","confirmed","observed","1981-07-16","Harvey Janszen","RBCM","V113798",1949562663,"2017-05-29","Andrew Simon","https://www.inaturalist.org/observations/6434812","",57165,"VAS"
"613","Danthonia intermedia","Vasey","","timber oatgrass","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales",NA,NA,"Poaceae","Danthonioideae","","Danthonia","native","S5","new 2017","unobserved","2017-05-27","J. & K. Miskelly","Bioblitz Galiano2017","",NA,"","","","",76604,"VAS"
"614","Daphne laureola","L.","","spurge-laurel","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","Magnoliidae","Rosanae","Malvales",NA,NA,"Thymelaeaceae","","","Daphne","exotic","SNA","confirmed","observed","1989-04-06","Gerald Straley & K. Nichols","RBCM","V144086",1949593139,"2016-01-20","Andrew Simon","http://www.inaturalist.org/observations/2602959","",127391,"VAS"
"615","Datura stramonium","L.","","jimsonweed","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","Magnoliidae","Asteranae","Solanales",NA,NA,"Solanaceae","","","Datura","exotic","SNA","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2016-10-24","Colleen Doty","http://www.inaturalist.org/observations/4430121","",55854,"VAS"
"616","Daucus carota","L.","","wild carrot","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","Magnoliidae","Asteranae","Apiales",NA,NA,"Apiaceae","","","Daucus","exotic","SNA","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2016-07-09","Andrew Simon","http://www.inaturalist.org/observations/3652719","",76610,"VAS"
"617","Daucus pusillus","Michx.","","American wild carrot","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","Magnoliidae","Asteranae","Apiales",NA,NA,"Apiaceae","","","Daucus","native","S5","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2015-04-04","Andrew Simon","http://www.inaturalist.org/observations/2567452","",56726,"VAS"
"618","Delphinium menziesii","DC.","","Menzies' larkspur","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","Magnoliidae","Ranunculanae","Ranunculales",NA,NA,"Ranunculaceae","","","Delphinium","native","S5","confirmed","observed","1981-05-07","Harvey Janszen","RBCM","V113531",NA,"2013-04-27","Felix Erhard","http://www.inaturalist.org/observations/2588491","",153479,"VAS"
"619","Deschampsia danthonioides","(Trin.) Benth.","","annual hairgrass","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales",NA,NA,"Poaceae","Pooideae","","Deschampsia","native","S5","reported","unobserved","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"","","","",57164,"VAS"
"620","Deschampsia elongata","(Hook.) Munro","","slender hairgrass","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales",NA,NA,"Poaceae","Pooideae","","Deschampsia","native","S5","confirmed","observed","1986-08-16","William J. Crins","UBC","V191353",NA,"2020-06-26","Andrew Simon","https://www.inaturalist.org/observations/52033139","",52722,"VAS"
"621","Dianthus armeria","L.","","Deptford pink","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","Magnoliidae","Caryophyllanae","Caryophyllales",NA,NA,"Caryophyllaceae","","","Dianthus","exotic","SNA","confirmed","observed","1975-07-18","Harvey Janszen","RBCM","V083231",1949532176,"2018-07-09","Andrew Simon","https://www.inaturalist.org/observations/14220758","",64541,"VAS"
"622","Digitalis purpurea","L.","","common foxglove","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","Magnoliidae","Asteranae","Lamiales",NA,NA,"Plantaginaceae","","","Digitalis","exotic","SNA","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2010-06-15","Shera Street","http://www.inaturalist.org/observations/2635129","",53983,"VAS"
"623","Dipsacus fullonum","L.","","Fuller's teasel","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","Magnoliidae","Asteranae","Dipsacales",NA,NA,"Caprifoliaceae","Dipsacoideae","","Dipsacus","exotic","SNA","new 2017","observed","2017-05-27","Alexander J. Wright","Bioblitz Galiano2017","",NA,"2017-10-27","Kevin Toomer","https://www.inaturalist.org/observations/8581801","",56002,"VAS"
"624","Distichlis spicata","(L.) Greene","","alkali saltgrass","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales",NA,NA,"Poaceae","Chloridoideae","","Distichlis","native","S5","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2016-06-19","Andrew Simon","http://www.inaturalist.org/observations/3498205","",58372,"VAS"
"625","Draba nemorosa","L.","","woods draba","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","Magnoliidae","Rosanae","Brassicales",NA,NA,"Brassicaceae","","","Draba","native","S5","reported","unobserved","1930-04-13","W. A. Newcombe","RBCM","V8914",NA,"","","","in the collection at the RBCM; not yet digitized",76704,"VAS"
"626","Draba verna","L.","","common draba","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","Magnoliidae","Rosanae","Brassicales",NA,NA,"Brassicaceae","","","Draba","exotic","SNA","confirmed","observed","1989-04-06","Gerald B. Straley","UBC","V197706",NA,"2016-02-12","Andrew Simon","http://www.inaturalist.org/observations/2677436","",55823,"VAS"
"627","Drosera rotundifolia","L.","","round-leaved sundew","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","Magnoliidae","Caryophyllanae","Caryophyllales",NA,NA,"Droseraceae","","","Drosera","native","S5","confirmed","observed","2000-06-12","Hans Roemer","ER 128 Inventory","",NA,"2016-04-01","Andrew Simon","http://www.inaturalist.org/observations/2865591","",52658,"VAS"
"628","Dryopteris expansa","(C. Presl) Fraser-Jenk. & Jermy","","spiny wood fern","Plantae","Pteridophyta","",NA,"Polypodiopsida","Polypodiidae","","Polypodiales",NA,NA,"Dryopteridaceae","","","Dryopteris","native","S5","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2016-05-29","Alison, Laura and Malcolm Colwell","http://www.inaturalist.org/observations/3336189","",52672,"VAS"
"629","Dulichium arundinaceum","(L.) Britton","","three-way sedge","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales",NA,NA,"Cyperaceae","","","Dulichium","native","S5","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2020-08-05","Andrew Simon","https://www.inaturalist.org/observations/55633565","",76745,"VAS"
"630","Echinops sphaerocephalus","L.","","great globethistle","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","Magnoliidae","Asteranae","Asterales",NA,NA,"Asteraceae","Carduoideae","","Echinops","exotic","SNA","new 2018","observed","","","","",NA,"2018-07-14","Andrew Simon","https://www.inaturalist.org/observations/14367578","",76762,"VAS"
"631","Echium vulgare","L.","","viper's bugloss","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","Magnoliidae","Asteranae","Boraginales",NA,NA,"Boraginaceae","Boraginoidea","","Echium","exotic","SNA","confirmed","observed","1975-08-04","Angela Wood","RBCM","V097740",1949546755,"2020-06-11","Ed Andrusiak","https://www.inaturalist.org/observations/50324752","Sturdies Bay; roadside",56174,"VAS"
"632","Eleocharis obtusa","(Willd.) Schult.","","blunt spike-rush","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales",NA,NA,"Cyperaceae","","","Eleocharis","native","S5","new 2017","observed","","","","",NA,"2017-08-13","Tyson Ehlers","https://www.inaturalist.org/observations/8900313","",76779,"VAS"
"633","Eleocharis palustris","(L.) Roem. & Schult.","","common spike-rush","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales",NA,NA,"Cyperaceae","","","Eleocharis","native","S5","confirmed","observed","1978-07-26","Christopher Clement","RBCM","V111294",1949560166,"2016-06-05","Andrew Simon","http://www.inaturalist.org/observations/3414240","",76782,"VAS"
"634","Elodea canadensis","Michx.","","Canadian waterweed","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Alismatales",NA,NA,"Hydrocharitaceae","","","Elodea","native","S5","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2016-08-13","Andrew Simon","http://www.inaturalist.org/observations/3881936","",76793,"VAS"
"635","Elymus glaucus ssp. glaucus","Buckley","","blue wildrye","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales",NA,NA,"Poaceae","Pooideae","","Elymus","native","S5","confirmed","observed","1975-05-31","Angela Wood","RBCM","V097388",1949546388,"2016-05-25","Adam Huggins","http://www.inaturalist.org/observations/3319011","",52791,"VAS"
"636","Elymus repens","(L.) Gould","","quackgrass","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales",NA,NA,"Poaceae","Pooideae","","Elymus","exotic","SNA","reported","unobserved","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"","","","",60284,"VAS"
"637","Empetrum nigrum","L.","","crowberry","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","Magnoliidae","Asteranae","Ericales",NA,NA,"Ericaceae","Ericoideae","","Empetrum","native","S5","new 2016","observed","","","","",NA,"2016-08-14","Adam Huggins","http://www.inaturalist.org/observations/3889081","",76812,"VAS"
"638","Epilobium brachycarpum","C. Presl","","tall annual willowherb","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","Magnoliidae","Rosanae","Myrtales",NA,NA,"Onagraceae","","","Epilobium","native","S5","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2018-07-25","Adam Huggins","https://www.inaturalist.org/observations/14770798","",52971,"VAS"
"639","Epilobium ciliatum","Raf.","","Purple-leaved Willowherb","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","Magnoliidae","Rosanae","Myrtales",NA,NA,"Onagraceae","","","Epilobium","native","S5","confirmed","observed","1986-08-16","William J. Crins","UBC","V190905",NA,"2016-07-21","Andrew Simon","http://www.inaturalist.org/observations/3719859","Crins' voucher is annotated 'Epilobium watsonii var. occidentale' —Voucher reviewed and annotated Epilobium ciliatum",53050,"VAS"
"640","Epilobium densiflorum","(Lindl.) Hoch & P.H. Raven","","dense spike-primrose","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","Magnoliidae","Rosanae","Myrtales",NA,NA,"Onagraceae","","","Epilobium","native","S2","new 2016","observed","","","","",NA,"2016-07-20","Adam Huggins","http://www.inaturalist.org/observations/3711497","Previously thought to have been extirpated from the southern Gulf Islands.",57149,"VAS"
"641","Epilobium foliosum","(Torr. & A. Gray) Suksd.","","foliose willowherb","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","Magnoliidae","Rosanae","Myrtales",NA,NA,"Onagraceae","","","Epilobium","native","S5","new 2017","observed","","","","",NA,"2016-05-09","Andrew Simon","http://www.inaturalist.org/observations/3649882","",76829,"VAS"
"642","Epilobium minutum","Lindl. ex Lehm.","","small-flowered willowherb","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","Magnoliidae","Rosanae","Myrtales",NA,NA,"Onagraceae","","","Epilobium","native","S5","confirmed","observed","1986-08-16","William J. Crins","UBC","V191349",NA,"2015-04-04","Andrew Simon","http://www.inaturalist.org/observations/2567455","",57150,"VAS"
"643","Epipactis helleborine","(L.) Crantz","","helleborine","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Asparagales",NA,NA,"Orchidaceae","Epidendroideae","","Epipactis","exotic","SNA","new 2016","observed","","","","",NA,"2016-07-07","Andrew Simon","http://www.inaturalist.org/observations/3641010","",50717,"VAS"
"644","Equisetum arvense","L.","","common horsetail","Plantae","Equisetophyta","",NA,"Equisetopsida","Equisetidae","","Equisetales",NA,NA,"Equisetaceae","","","Equisetum","native","S5","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2015-03-13","Lauren Magner & Andrew Simon","http://www.inaturalist.org/observations/2589232","",52724,"VAS"
"645","Equisetum hyemale ssp. affine","L.","(Engelm.) Calder & Roy L. Taylor","scouring-rush","Plantae","Equisetophyta","",NA,"Equisetopsida","Equisetidae","","Equisetales",NA,NA,"Equisetaceae","","","Equisetum","native","S5","confirmed","observed","1981-01-01","Harvey Janszen","RBCM","V113848",NA,"2015-07-02","Lauren Magner & Andrew Simon","http://www.inaturalist.org/observations/2561787","",53910,"VAS"
"646","Equisetum telmateia ssp. braunii","Ehrh.","(J. Milde) Hauke","giant horsetail","Plantae","Equisetophyta","",NA,"Equisetopsida","Equisetidae","","Equisetales",NA,NA,"Equisetaceae","","","Equisetum","native","S5","confirmed","observed","1980-04-11","Harvey Janszen","RBCM","V107516",NA,"2015-02-22","Andrew Simon","http://www.inaturalist.org/observations/2566305","",57030,"VAS"
"647","Eriophorum chamissonis","C.A. Mey.","","Chamisso's cotton-grass","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales",NA,NA,"Cyperaceae","","","Eriophorum","native","S5","confirmed","observed","2000-06-12","Hans Roemer","ER 128 Inventory","",NA,"2016-05-24","Lauren Magner & Andrew Simon","http://www.inaturalist.org/observations/3296238","",162678,"VAS"
