"","Taxon","Author","Subtaxon.Author","Common.Name","Kingdom","Phylum","Subphylum","Superclass","Class","Subclass","Superorder","Order","Suborder","Superfamily","Family","Subfamily","Genus","Tribe","Origin","Status","Reporting.Status","iNat.Observation","Collected.Reported..y.m.d.","Collector.Source","Collection.List","Accession.Number","GBIF.ID","First.Observed","Observer","iNaturalist.Link","Notes","ID","Stats.Code"
"1145","Hesperocorixa vulgaris","(Hungerford)","","water boatman","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Hemiptera","Heteroptera","Corixoidea","Corixidae","Corixinae","Hesperocorixa","Corixini","native","","reported","unobserved","2019-06-21","Geoffrey G.E. Scudder","Checklist of Heteroptera collected on Galiano Island BC","",NA,"","","","",221243,"ART"
"1146","Sigara omani","(Hungerford)","","water boatman","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Hemiptera","Heteroptera","Corixoidea","Corixidae","Corixinae","Sigara","Corixini","native","","reported","unobserved","2019-06-21","Geoffrey G.E. Scudder","Checklist of Heteroptera collected on Galiano Island BC","",NA,"","","","",450962,"ART"
"1147","Aquarius remigis","","","common water strider","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Hemiptera","Heteroptera","Gerroidea","Gerridae","Gerrinae","Aquarius","Gerrini","native","","new 2018","observed","","","","",NA,"2018-07-02","Christian Adler","https://www.inaturalist.org/observations/16739770","",59651,"ART"
"1148","Gerris buenoi","Kirkaldy","","water strider","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Hemiptera","Heteroptera","Gerroidea","Gerridae","Gerrinae","Gerris","Gerrini","native","","reported","unobserved","1982-05-09","Geoffrey G.E. Scudder","SEM","SEM-UBC GER-3314",NA,"","","","",220375,"ART"
"1149","Gerris incognitus","Drake & Hottes","","water strider","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Hemiptera","Heteroptera","Gerroidea","Gerridae","Gerrinae","Gerris","Gerrini","native","","reported","unobserved","1971-04-03","Geoffrey G.E. Scudder","SEM","SEM-UBC GER-1450",NA,"","","","",209850,"ART"
"1150","Gerris incurvatus","Drake & Hottes","","water strider","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Hemiptera","Heteroptera","Gerroidea","Gerridae","Gerrinae","Gerris","Gerrini","native","","reported","unobserved","1985-04-05","Geoffrey G.E. Scudder","SEM","SEM-UBC GER-2105",NA,"","","","",878056,"ART"
"1151","Gerris pingreensis","Drake & Hottes","","water strider","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Hemiptera","Heteroptera","Gerroidea","Gerridae","Gerrinae","Gerris","Gerrini","native","","reported","unobserved","2019-06-21","Geoffrey G.E. Scudder","Checklist of Heteroptera collected on Galiano Island BC","",NA,"","","","",453233,"ART"
"1152","Limnoporus notabilis","Drake & Hottes","","water strider","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Hemiptera","Heteroptera","Gerroidea","Gerridae","Gerrinae","Limnoporus","Gerrini","native","","reported","unobserved","1977-04-09","Geoffrey G.E. Scudder","SEM","SEM-UBC GER-2972",NA,"","","","",366934,"ART"
"1153","Microvelia buenoi","Drake","","ripple bug","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Hemiptera","Heteroptera","Gerroidea","Veliidae","","Microvelia","","native","","reported","unobserved","1984-09-01","Geoffrey G.E. Scudder","SEM","SEM-UBC HET-1467",NA,"","","","",453969,"ART"
"1154","Saldula explanata","(Uhler)","","shore bug","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Hemiptera","Heteroptera","Leptopodoidea","Saldidae","","Saldula","","native","","reported","unobserved","1979-04-14","Geoffrey G.E. Scudder","SEM","SEM-UBC SAL-0402",NA,"","","","G. Scudder did not include this on his checklist; usually a montane species",453260,"ART"
"1155","Saldula laticollis","(Reuter)","","shore bug","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Hemiptera","Heteroptera","Leptopodoidea","Saldidae","","Saldula","","native","","reported","unobserved","1975-04-26","Geoffrey G.E. Scudder","SEM","SEM-UBC SAL-0478",NA,"","","","",361594,"ART"
"1156","Saldula nigrita","Parshley","","shore bug","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Hemiptera","Heteroptera","Leptopodoidea","Saldidae","","Saldula","","native","","reported","unobserved","1975-04-16","Geoffrey G.E. Scudder","SEM","SEM-UBC SAL-0740",NA,"","","","",453261,"ART"
"1157","Saldula pallipes complex","(Fabricius)","","shore bug","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Hemiptera","Heteroptera","Leptopodoidea","Saldidae","","Saldula","","native","","reported","unobserved","1974-06-16","Geoffrey G.E. Scudder","SEM","SEM-UBC SAL-1400",NA,"","","","",454107,"ART"
"1158","Jalysus wickhami","Van Duzee","","stilt bug","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Hemiptera","Heteroptera","Lygaeoidea","Berytidae","Metacanthinae","Jalysus","","native","","reported","unobserved","1986-05-31","Geoffrey G.E. Scudder","SEM","SEM-UBC HET-5584",NA,"","","","",416821,"ART"
"1159","Neoneides muticus","(Say)","","stilt bug","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Hemiptera","Heteroptera","Lygaeoidea","Berytidae","Berytinae","Neoneides","","native","","confirmed","observed","1970-08-30","Geoffrey G.E. Scudder","SEM","SEM-UBC HET-5718",NA,"2020-02-15","Kath Boake Wüthrich","https://www.inaturalist.org/observations/38744204","",60039,"ART"
"1160","Cymus luridus","Stål","","true bug","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Hemiptera","Heteroptera","Lygaeoidea","Cymidae","","Cymus","","native","","reported","unobserved","1974-06-16","Geoffrey G.E. Scudder","SEM","SEM-UBC HET-2861",NA,"","","","",453839,"ART"
"1161","Geocoris bullatus","(Say)","","big-eyed bug","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Hemiptera","Heteroptera","Lygaeoidea","Geocoridae","Geocorinae","Geocoris","","native","","reported","unobserved","2019-06-21","Geoffrey G.E. Scudder","Checklist of Heteroptera collected on Galiano Island BC","",NA,"","","","",296394,"ART"
"1162","Kleidocerys franciscanus","(Stal)","","","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Hemiptera","Heteroptera","Lygaeoidea","Lygaeidae","Ischnorhynchinae","Kleidocerys","","native","","reported","unobserved","1984-07-19","Geoffrey G.E. Scudder","SEM","SEM-UBC LYG-0003",NA,"","","","",NA,"ART"
"1163","Kleidocerys resedae","","","","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Hemiptera","Heteroptera","Lygaeoidea","Lygaeidae","Ischnorhynchinae","Kleidocerys","","native","","confirmed","observed","1969-05-18","Geoffrey G.E. Scudder","RBCM","ENT017-011892",NA,"2017-05-14","Scott Gilmore","https://www.inaturalist.org/observations/6345410","",555944,"ART"
"1164","Lygaeus kalmii","","","small milkweed bug","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Hemiptera","Heteroptera","Lygaeoidea","Lygaeidae","Lygaeinae","Lygaeus","","native","","new 2015","observed","","","","",NA,"2015-08-28","Andrew Simon","http://www.inaturalist.org/observations/1930975","",62045,"ART"
"1165","Neacoryphus bicrucis","(Say)","","","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Hemiptera","Heteroptera","Lygaeoidea","Lygaeidae","Lygaeinae","Neacoryphus","","native","","reported","unobserved","2019-06-21","Geoffrey G.E. Scudder","Checklist of Heteroptera collected on Galiano Island BC","",NA,"","","","",261608,"ART"
"1166","Nysius niger","Baker","","","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Hemiptera","Heteroptera","Lygaeoidea","Lygaeidae","Orsillinae","Nysius","Nysiini","native","","reported","unobserved","2019-06-21","Geoffrey G.E. Scudder","Checklist of Heteroptera collected on Galiano Island BC","",NA,"","","","",453993,"ART"
"1167","Nysius tenellus","Barber","","","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Hemiptera","Heteroptera","Lygaeoidea","Lygaeidae","Orsillinae","Nysius","Nysiini","native","","reported","unobserved","2019-06-21","Geoffrey G.E. Scudder","Checklist of Heteroptera collected on Galiano Island BC","",NA,"","","","",296406,"ART"
"1168","Emblethis vicarius","Horváth","","","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Hemiptera","Heteroptera","Lygaeoidea","Rhyparochromidae","Rhyparochrominae","Emblethis","Gonianotini","native","","reported","unobserved","2019-06-21","Geoffrey G.E. Scudder","Checklist of Heteroptera collected on Galiano Island BC","",NA,"","","","",261495,"ART"
"1169","Eremocoris elegantulus sp nov.","Scudder","","","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Hemiptera","Heteroptera","Lygaeoidea","Rhyparochromidae","Rhyparochrominae","Eremocoris","Drymini","native","","reported","unobserved","2019-06-21","Geoffrey G.E. Scudder","Checklist of Heteroptera collected on Galiano Island BC","",NA,"","","","New species not yet published",NA,"ART"
"1170","Eremocoris obscurus","Van Duzee","","","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Hemiptera","Heteroptera","Lygaeoidea","Rhyparochromidae","Rhyparochrominae","Eremocoris","Drymini","native","","reported","unobserved","1974-06-01","Geoffrey G.E. Scudder","SEM","SEM-UBC RHY-0015",NA,"","","","",361586,"ART"
"1171","Eremocoris semicinctus","Van Duzee","","","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Hemiptera","Heteroptera","Lygaeoidea","Rhyparochromidae","Rhyparochrominae","Eremocoris","Drymini","native","","confirmed","observed","2019-06-21","Geoffrey G.E. Scudder","Checklist of Heteroptera collected on Galiano Island BC","",NA,"2018-06-30","Adam Huggins","https://www.inaturalist.org/observations/13951701","",261491,"ART"
"1172","Gastrodes pacificus","","","","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Hemiptera","Heteroptera","Lygaeoidea","Rhyparochromidae","Rhyparochrominae","Gastrodes","Drymini","native","","confirmed","observed","2019-06-21","Geoffrey G.E. Scudder","Checklist of Heteroptera collected on Galiano Island BC","",NA,"2018-05-19","Scott Gilmore","https://www.inaturalist.org/observations/12873761","",296335,"ART"
"1173","Ligyrocoris latimarginatus","Barber","","","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Hemiptera","Heteroptera","Lygaeoidea","Rhyparochromidae","Rhyparochrominae","Ligyrocoris","Myodochini","native","","new 2019","unobserved","2019-08-21","Chris G. Ratzlaff","CGR","",NA,"","","","",NA,"ART"
"1174","Megalonotus sabulicola","(Thomson)","","","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Hemiptera","Heteroptera","Lygaeoidea","Rhyparochromidae","Rhyparochrominae","Megalonotus","Megalonotini","exotic","","reported","unobserved","2019-06-21","Geoffrey G.E. Scudder","Checklist of Heteroptera collected on Galiano Island BC","",NA,"","","","",492293,"ART"
"1175","Peritrechus convivus","Stål","","","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Hemiptera","Heteroptera","Lygaeoidea","Rhyparochromidae","Rhyparochrominae","Peritrechus","Rhyparochromini","native","","reported","unobserved","2019-06-21","Geoffrey G.E. Scudder","Checklist of Heteroptera collected on Galiano Island BC","",NA,"","","","",361587,"ART"
"1176","Peritrechus tristis","Van Duzee","","","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Hemiptera","Heteroptera","Lygaeoidea","Rhyparochromidae","Rhyparochrominae","Peritrechus","Rhyparochromini","native","","reported","unobserved","2019-06-21","Geoffrey G.E. Scudder","Checklist of Heteroptera collected on Galiano Island BC","",NA,"","","","",781982,"ART"
"1177","Plinthisus brevipennis","","","","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Hemiptera","Heteroptera","Lygaeoidea","Rhyparochromidae","Plinthisinae","Plinthisus","Plinthisini","exotic","","new 2019","observed","2019-08-20","Chris G. Ratzlaff","CGR","",NA,"2019-08-21","Chris Ratzlaff","https://www.inaturalist.org/observations/32630538","",533524,"ART"
"1178","Scolopostethus thomsoni","Reuter","","","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Hemiptera","Heteroptera","Lygaeoidea","Rhyparochromidae","Rhyparochrominae","Scolopostethus","Drymini","native","","reported","unobserved","2019-06-21","Geoffrey G.E. Scudder","Checklist of Heteroptera collected on Galiano Island BC","",NA,"","","","",361590,"ART"
"1179","Sphragisticus nebulosus","(Fallén)","","","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Hemiptera","Heteroptera","Lygaeoidea","Rhyparochromidae","Rhyparochrominae","Sphragisticus","Megalonotini","native","","reported","unobserved","2019-06-21","Geoffrey G.E. Scudder","Checklist of Heteroptera collected on Galiano Island BC","",NA,"","","","",453176,"ART"
"1180","Trapezonotus lattini","Scudder","","","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Hemiptera","Heteroptera","Lygaeoidea","Rhyparochromidae","Rhyparochrominae","Trapezonotus","Gonianotini","native","","reported","unobserved","2019-06-21","Geoffrey G.E. Scudder","Checklist of Heteroptera collected on Galiano Island BC","",NA,"","","","",NA,"ART"
"1181","Tupiocoris killamae","Schwartz and Scudder, 2003","","plant bug","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Hemiptera","Heteroptera","Lygaeoidea","Rhyparochromidae","Rhyparochrominae","Tupiocoris","Dicyphini","native","","reported","unobserved","2019-06-21","Geoffrey G.E. Scudder","Checklist of Heteroptera collected on Galiano Island BC","",NA,"","","","HOLOTYPE",NA,"ART"
"1182","Mesovelia mulsanti","White","","water treader","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Hemiptera","Heteroptera","Mesovelioidea","Mesoveliidae","","Mesovelia","","native","","reported","unobserved","1984-09-01","Geoffrey G.E. Scudder","SEM","SEM-UBC HET-5809",NA,"","","","",224954,"ART"
"1183","Asciodema obsoleta","(Fieber)","","","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Hemiptera","Heteroptera","Miroidea","Miridae","Phylinae","Asciodema","Phylini","exotic","","reported","unobserved","1989-06-24","Geoffrey G.E. Scudder","CNCI","AMNH_PBI000 85885",NA,"","","","",NA,"ART"
"1184","Atractotomus cooperi","Stonedahl","","plant bug","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Hemiptera","Heteroptera","Miroidea","Miridae","Phylinae","Atractotomus","Nasocorini","native","","reported","unobserved","2019-06-21","Geoffrey G.E. Scudder","Checklist of Heteroptera collected on Galiano Island BC","",NA,"","","","",1030945,"ART"
"1185","Blepharidopterus angulatus","(Fallén)","","plant bug","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Hemiptera","Heteroptera","Miroidea","Miridae","Orthotylinae","Blepharidopterus","Orthotylini","exotic","","reported","unobserved","2019-06-21","Geoffrey G.E. Scudder","Checklist of Heteroptera collected on Galiano Island BC","",NA,"","","","",481398,"ART"
"1186","Blepharidopterus provancheri","(Burque)","","plant bug","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Hemiptera","Heteroptera","Miroidea","Miridae","Orthotylinae","Blepharidopterus","Orthotylini","native","","reported","unobserved","2019-06-21","Geoffrey G.E. Scudder","Checklist of Heteroptera collected on Galiano Island BC","",NA,"","","","",453803,"ART"
"1187","Campyloneura virgula","(Herrich-Schaeffer)","","plant bug","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Hemiptera","Heteroptera","Miroidea","Miridae","Bryocorinae","Campyloneura","Eccritotarsini","exotic","","reported","unobserved","2019-06-21","Geoffrey G.E. Scudder","Checklist of Heteroptera collected on Galiano Island BC","",NA,"","","","",360042,"ART"
"1188","Ceratocapsus apicatus","(Van Duzee)","","plant bug","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Hemiptera","Heteroptera","Miroidea","Miridae","Orthotylinae","Ceratocapsus","Ceratocapsini","native","","reported","unobserved","2019-06-21","Geoffrey G.E. Scudder","Checklist of Heteroptera collected on Galiano Island BC","",NA,"","","","",511474,"ART"
"1189","Ceratocapsus cunealis","Henry","","plant bug","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Hemiptera","Heteroptera","Miroidea","Miridae","Orthotylinae","Ceratocapsus","Ceratocapsini","native","","reported","unobserved","2019-06-21","Geoffrey G.E. Scudder","Checklist of Heteroptera collected on Galiano Island BC","",NA,"","","","",NA,"ART"
"1190","Ceratocapsus denticulatus","Knight","","plant bug","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Hemiptera","Heteroptera","Miroidea","Miridae","Orthotylinae","Ceratocapsus","Ceratocapsini","native","","reported","unobserved","2019-06-21","Geoffrey G.E. Scudder","Checklist of Heteroptera collected on Galiano Island BC","",NA,"","","","",1026418,"ART"
"1191","Compsidolon salicellum","(Herrich-Schaeffer)","","plant bug","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Hemiptera","Heteroptera","Miroidea","Miridae","Phylinae","Compsidolon","Phylini","exotic","","reported","unobserved","2019-06-21","Geoffrey G.E. Scudder","Checklist of Heteroptera collected on Galiano Island BC","",NA,"","","","",481115,"ART"
"1192","Deraeocoris brevis","(Uhler)","","plant bug","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Hemiptera","Heteroptera","Miroidea","Miridae","Deraeocorinae","Deraeocoris","Deraeocorini","native","","reported","unobserved","2019-06-21","Geoffrey G.E. Scudder","Checklist of Heteroptera collected on Galiano Island BC","",NA,"","","","",453847,"ART"
"1193","Deraeocoris incertus","Knight","","plant bug","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Hemiptera","Heteroptera","Miroidea","Miridae","Deraeocorinae","Deraeocoris","Deraeocorini","native","","reported","unobserved","1973-07-20","Geoffrey G.E. Scudder","SEM","??",NA,"","","","",498436,"ART"
"1194","Deraeocoris rubroclarus","Knight","","plant bug","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Hemiptera","Heteroptera","Miroidea","Miridae","Deraeocorinae","Deraeocoris","Deraeocorini","native","","reported","unobserved","2019-06-21","Geoffrey G.E. Scudder","Checklist of Heteroptera collected on Galiano Island BC","",NA,"","","","",1021379,"ART"
"1195","Deraeocoris sp.","","","plant bug","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Hemiptera","Heteroptera","Miroidea","Miridae","Deraeocorinae","Deraeocoris","Deraeocorini","","","new 2017","observed","","","","",NA,"2017-05-13","Scott Gilmore","https://www.inaturalist.org/observations/6223435","",173953,"ART"
"1196","Dicyphus discrepans","Knight","","plant bug","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Hemiptera","Heteroptera","Miroidea","Miridae","Bryocorinae","Dicyphus","Dicyphini","native","","reported","unobserved","2019-06-21","Geoffrey G.E. Scudder","Checklist of Heteroptera collected on Galiano Island BC","",NA,"","","","",354555,"ART"
"1197","Lopidea ampla","Van Duzee","","plant bug","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Hemiptera","Heteroptera","Miroidea","Miridae","Orthotylinae","Lopidea","Orthotylini","native","","reported","unobserved","2019-06-21","Geoffrey G.E. Scudder","Checklist of Heteroptera collected on Galiano Island BC","",NA,"","","","",551347,"ART"
"1198","Lopus decolor","(Fallén)","","plant bug","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Hemiptera","Heteroptera","Miroidea","Miridae","Phylinae","Lopus","Cremnorrhinini","exotic","","confirmed","observed","2019-06-21","Geoffrey G.E. Scudder","Checklist of Heteroptera collected on Galiano Island BC","",NA,"2016-07-07","Andrew Simon","http://www.inaturalist.org/observations/3641743","The sap-sucking Lopus decolor observed feeding on Meadow fescue (Schedonorus pratensis)",391877,"ART"
