lichen.genera,life.habit,reference.taxa,in.cephalodia,photobiont.domain,photobiont.kingdom,photobiont.phylum,photobiont.class,photobiont.order,photobionts,reference,note
Circinaria,lichenized,Circinaria spp.,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia sp.,Molins et al. (2018),
Cladina,lichenized,,,,,,,,,,
Cladonia,lichenized,Cladonia acuata,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris sp.,Kosecka et al. (2021),
Cladonia,lichenized,Cladonia aggregata,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris sp.,Kosecka et al. (2021),
Cladonia,lichenized,Cladonia albonigra,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris irregularis,Pino-Bodas & Stenroos (2020),
Cladonia,lichenized,Cladonia alinii,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris irregularis,Pino-Bodas & Stenroos (2020),
Cladonia,lichenized,Cladonia amaurocraea,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris irregularis,Pino-Bodas & Stenroos (2020),
Cladonia,lichenized,Cladonia amaurocraea,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris pseudoirregularis,Pino-Bodas & Stenroos (2020),
Cladonia,lichenized,Cladonia andesita,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris sp.,Kosecka et al. (2021),
Cladonia,lichenized,Cladonia arbuscula,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris irregularis,Škaloud & Peksa (2010); Škaloud et al. (2015).,
Cladonia,lichenized,Cladonia arbuscula,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris sp.,Nelsen & Gargas (2008). Formal emendation of genus by Škaloud & Peksa (2010) to include Trebouxia subgen. Eleutherococcus Tschermak-Woess.,
Cladonia,lichenized,Cladonia arbuscula ssp. boliviana,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris sp.,Kosecka et al. (2021),
Cladonia,lichenized,Cladonia bellidiflora,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris italiana,Pino-Bodas & Stenroos (2020),
Cladonia,lichenized,Cladonia borbonica,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris italiana,Pino-Bodas & Stenroos (2020),
Cladonia,lichenized,Cladonia botrytes,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris irregularis,Pino-Bodas & Stenroos (2020),
Cladonia,lichenized,Cladonia brevis,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris italiana,Pino-Bodas & Stenroos (2020),
Cladonia,lichenized,Cladonia callosa,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris italiana,Pino-Bodas & Stenroos (2020),
Cladonia,lichenized,Cladonia calycanta,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris erici,"Nakano & Iguchi (1994). id: LM, culture.",
Cladonia,lichenized,Cladonia calycantha,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris mediterranea,Kosecka et al. (2021),
Cladonia,lichenized,Cladonia calycantha,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris sp.,Kosecka et al. (2021),
Cladonia,lichenized,Cladonia capitellata,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris italiana,Škaloud et al. (2015),
Cladonia,lichenized,Cladonia capitellata,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris italiana,Pino-Bodas & Stenroos (2020),
Cladonia,lichenized,Cladonia cariosa,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris clade 9,Řidká et al. (2014),
Cladonia,lichenized,Cladonia cariosa,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris glomerata/irregularis clade,Rola et al. (2021),
Cladonia,lichenized,Cladonia cariosa,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris lobophora/phycobiontica clade,Rola et al. (2021),
Cladonia,lichenized,Cladonia cariosa,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia arboricola/Trebouxia gigantea clade,Osyczka et al. (2021),
Cladonia,lichenized,Cladonia cariosa,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia impressa/Trebouxia gelatinosa  ,Osyczka et al. (2021),
Cladonia,lichenized,Cladonia caroliniana,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris glomerata,Pino-Bodas & Stenroos (2020),
Cladonia,lichenized,Cladonia cervicornis,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris mediterranea,Moya et al. (2015),
Cladonia,lichenized,Cladonia cervicornis ssp. verticillata,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris glomerata/irregularis clade,Rola et al. (2021),
Cladonia,lichenized,Cladonia cf. bacillaris,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris lobophora,Škaloud et al. (2015),
Cladonia,lichenized,Cladonia cf. bacillaris,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris sp.,Nelsen & Gargas (2008),
Cladonia,lichenized,Cladonia cf. subradiosa,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris sp.,Kosecka et al. (2021),
Cladonia,lichenized,Cladonia chlorophaea,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris erici,"Nakano & Iguchi (1994). id: LM, culture.",
Cladonia,lichenized,Cladonia chlorophaea,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris magna,Pino-Bodas & Stenroos (2020),
Cladonia,lichenized,Cladonia chlorophaea,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris sp.,Kosecka et al. (2021),
Cladonia,lichenized,Cladonia ciliata,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris italiana,Pino-Bodas & Stenroos (2020),
Cladonia,lichenized,Cladonia coccifera,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris italiana,Steinová et al. (2019),
Cladonia,lichenized,Cladonia coccifera,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris lobophora,Steinová et al. (2019),
Cladonia,lichenized,Cladonia coccifera,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris woessiae,Steinová et al. (2019),
Cladonia,lichenized,Cladonia concoluta,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris mediterranea,Moya et al. (2015),
Cladonia,lichenized,Cladonia confusa,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris sp.,Kosecka et al. (2021),
Cladonia,lichenized,Cladonia coniocraea,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris clade 9,Řidká et al. (2014),
Cladonia,lichenized,Cladonia coniocraea,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris glomerata,Řidká et al. (2014),
Cladonia,lichenized,Cladonia conista,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris woessiae,Pino-Bodas & Stenroos (2020),
Cladonia,lichenized,Cladonia cornuta,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris glomerata,Pino-Bodas & Stenroos (2020),
Cladonia,lichenized,Cladonia corsicana,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris mediterranea,Pino-Bodas & Stenroos (2020),
Cladonia,lichenized,Cladonia corymbescens,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris clade I1,Řidká et al. (2014),
Cladonia,lichenized,Cladonia crispata,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris erici,"Nakano & Iguchi (1994). id: LM, culture.",
Cladonia,lichenized,Cladonia crispata,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris irregularis,Pino-Bodas & Stenroos (2020),
Cladonia,lichenized,Cladonia crispata,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris mediterranea,Pino-Bodas & Stenroos (2020),
Cladonia,lichenized,Cladonia cryptochlorophaea,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris mediterranea,Pino-Bodas & Stenroos (2020),
Cladonia,lichenized,Cladonia dactylota,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris sp.,Kosecka et al. (2021),
Cladonia,lichenized,Cladonia decorticata,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris magna,Pino-Bodas & Stenroos (2020),
Cladonia,lichenized,Cladonia deformis,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris glomerata,Steinová et al. (2019),
Cladonia,lichenized,Cladonia deformis,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris glomerata,Pino-Bodas & Stenroos (2020),
Cladonia,lichenized,Cladonia deformis,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris irregularis,Steinová et al. (2019),
Cladonia,lichenized,Cladonia delavayi,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris clade 9,Řidká et al. (2014),
Cladonia,lichenized,Cladonia didyma,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris sp.,Kosecka et al. (2021),
Cladonia,lichenized,Cladonia diversa,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris italiana,Steinová et al. (2019),
Cladonia,lichenized,Cladonia diversa,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris mediterranea,Pino-Bodas & Stenroos (2020),
Cladonia,lichenized,Cladonia ecmocyna,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris irregularis,Pino-Bodas & Stenroos (2020),
Cladonia,lichenized,Cladonia evansii,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris sp.,Nelsen & Gargas (2008),
Cladonia,lichenized,Cladonia fimbriata,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris friedlii,Pino-Bodas & Stenroos (2020),
Cladonia,lichenized,Cladonia fimbriata,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris sp.,Nelsen & Gargas (2008). Formal emendation of genus by Škaloud & Peksa (2010) to include Trebouxia subgen. Eleutherococcus Tschermak-Woess.,
Cladonia,lichenized,Cladonia fimbriata,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris sp.,Nelsen & Gargas (2008),
Cladonia,lichenized,Cladonia floerkeana,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris erici,"Nakano & Iguchi (1994). id: LM, culture.",
Cladonia,lichenized,Cladonia foliacea,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris italiana,Pino-Bodas & Stenroos (2020),
Cladonia,lichenized,Cladonia foliacea,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris mediterranea,Moya et al. (2015),
Cladonia,lichenized,Cladonia foliacea,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris sp.,Nelsen & Gargas (2008). Formal emendation of genus by Škaloud & Peksa (2010) to include Trebouxia subgen. Eleutherococcus Tschermak-Woess.,
Cladonia,lichenized,Cladonia foliacea,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris woessiae,Škaloud et al. (2015),
Cladonia,lichenized,Cladonia foliacea,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris woessiae,Pino-Bodas & Stenroos (2020),
Cladonia,lichenized,Cladonia fruticulosa,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris clade 16,Řidká et al. (2014),
Cladonia,lichenized,Cladonia fruticulosa,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris clade 9,Řidká et al. (2014),
Cladonia,lichenized,Cladonia furcata,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris clade I1,Řidká et al. (2014),
Cladonia,lichenized,Cladonia furcata,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris clade I2,Řidká et al. (2014),
Cladonia,lichenized,Cladonia furcata,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris irregularis,Beck (2002),
Cladonia,lichenized,Cladonia furcata,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris sp.,Kosecka et al. (2021),
Cladonia,lichenized,Cladonia furcata,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris spp.,Řidká et al. (2014),
Cladonia,lichenized,Cladonia glauca,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris mediterranea,Pino-Bodas & Stenroos (2020),
Cladonia,lichenized,Cladonia gracilis,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris irregularis,Pino-Bodas & Stenroos (2020),
Cladonia,lichenized,Cladonia gracilis,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris pseudoirregularis,Kim et al. (2020),
Cladonia,lichenized,Cladonia gracilis,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris pseudoirregularis,Pino-Bodas & Stenroos (2020),
Cladonia,lichenized,Cladonia gracilis ssp. turbinata,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris erici,"Nakano & Iguchi (1994). id: LM, culture.",
Cladonia,lichenized,Cladonia granulans,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris irregularis,Pino-Bodas & Stenroos (2020),
Cladonia,lichenized,Cladonia granulans,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris pseudoirregularis,Pino-Bodas & Stenroos (2020),
Cladonia,lichenized,Cladonia granulosa,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris sp.,Kosecka et al. (2021),
Cladonia,lichenized,Cladonia grayi,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris glomerata,Armaleo et al. (2019),
Cladonia,lichenized,Cladonia groenlandica,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris italiana,Pino-Bodas & Stenroos (2020),
Cladonia,lichenized,Cladonia hondoensis,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris glomerata,Pino-Bodas & Stenroos (2020),
Cladonia,lichenized,Cladonia humilis,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris glomerata,"Nakano & Iguchi (1994). id: LM, culture.",
Cladonia,lichenized,Cladonia isabellina,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris sp.,Kosecka et al. (2021),
Cladonia,lichenized,Cladonia islandica,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris italiana,Pino-Bodas & Stenroos (2020),
Cladonia,lichenized,Cladonia kanewskii,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris irregularis,Pino-Bodas & Stenroos (2020),
Cladonia,lichenized,Cladonia krogiana,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris glomerata,Pino-Bodas & Stenroos (2020),
Cladonia,lichenized,Cladonia labradorica,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris irregularis,Pino-Bodas & Stenroos (2020),
Cladonia,lichenized,Cladonia lepidophora,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris italiana,Pino-Bodas & Stenroos (2020),
Cladonia,lichenized,Cladonia macrophylla,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris irregularis,Pino-Bodas & Stenroos (2020),
Cladonia,lichenized,Cladonia mawsonii,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris italiana,Pino-Bodas & Stenroos (2020),
Cladonia,lichenized,Cladonia melanopoda,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris sp.,Kosecka et al. (2021),
Cladonia,lichenized,Cladonia merochlorophaea,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris italiana,Pino-Bodas & Stenroos (2020),
Cladonia,lichenized,Cladonia mitis,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris glomerata,Pino-Bodas & Stenroos (2020),
Cladonia,lichenized,Cladonia mitis,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris irregularis,Škaloud & Peksa (2010); Škaloud et al. (2015).,
Cladonia,lichenized,Cladonia monomorpha,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris glomerata,Pino-Bodas & Stenroos (2020),
Cladonia,lichenized,Cladonia neozelandica,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris italiana,Pino-Bodas & Stenroos (2020),
Cladonia,lichenized,Cladonia oricola,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris glomerata,Pino-Bodas & Stenroos (2020),
Cladonia,lichenized,Cladonia perforata,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris sp.,Nelsen & Gargas (2008),
Cladonia,lichenized,Cladonia phyllophora,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris glomerata,Pino-Bodas & Stenroos (2020),
Cladonia,lichenized,Cladonia phyllophora,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris glomerata/irregularis clade,Rola et al. (2021),
Cladonia,lichenized,Cladonia piedmontensis,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris glomerata,Pino-Bodas & Stenroos (2020),
Cladonia,lichenized,Cladonia pleurota,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris glomerata,Steinová et al. (2019),
Cladonia,lichenized,Cladonia pleurota,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris glomerata,Pino-Bodas & Stenroos (2020),
Cladonia,lichenized,Cladonia pleurota,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris irregularis,Steinová et al. (2019),
Cladonia,lichenized,Cladonia pleurota,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris italiana,Pino-Bodas & Stenroos (2020),
Cladonia,lichenized,Cladonia pocillum,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris sp.,Kosecka et al. (2021),
Cladonia,lichenized,Cladonia portentosa,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris italiana,Pino-Bodas & Stenroos (2020),
Cladonia,lichenized,Cladonia praetermissa,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris clade 9,Řidká et al. (2014),
Cladonia,lichenized,Cladonia prolifica,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris italiana,Pino-Bodas & Stenroos (2020),
Cladonia,lichenized,Cladonia pulvinata,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris italiana,Pino-Bodas & Stenroos (2020),
Cladonia,lichenized,Cladonia pyxidata,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris clade 12,Řidká et al. (2014),
Cladonia,lichenized,Cladonia pyxidata,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris clade I1,Řidká et al. (2014),
Cladonia,lichenized,Cladonia pyxidata,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris sejongensis,Kim et al. (2017),
Cladonia,lichenized,Cladonia ramulosa,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris erici,"Nakano & Iguchi (1994). id: LM, culture.",
Cladonia,lichenized,Cladonia ramulosa,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris sp.,Kosecka et al. (2021),
Cladonia,lichenized,Cladonia rangiferina,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris clade I1,Řidká et al. (2014),
Cladonia,lichenized,Cladonia rangiferina,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris sp.,Nelsen & Gargas (2008),
Cladonia,lichenized,Cladonia rangiformis,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris mediterranea,Moya et al. (2015),
Cladonia,lichenized,Cladonia rappi,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris italiana,Pino-Bodas & Stenroos (2020),
Cladonia,lichenized,Cladonia rei,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris lobophora,Pino-Bodas & Stenroos (2020),
Cladonia,lichenized,Cladonia rei,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris lobophora/phycobiontica clade,Rola et al. (2021),
Cladonia,lichenized,Cladonia rei,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris mediterranea,Pino-Bodas & Stenroos (2020),
Cladonia,lichenized,Cladonia rei,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris sp.,Nelsen & Gargas (2008). Formal emendation of genus by Škaloud & Peksa (2010) to include Trebouxia subgen. Eleutherococcus Tschermak-Woess.,
Cladonia,lichenized,Cladonia rei,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia arboricola/Trebouxia gigantea clade,Osyczka et al. (2021),
Cladonia,lichenized,Cladonia rei,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia impressa/Trebouxia gelatinosa  ,Osyczka et al. (2021),
Cladonia,lichenized,Cladonia rigida,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris italiana,Pino-Bodas & Stenroos (2020),
Cladonia,lichenized,Cladonia scabriuscula,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris clade 9,Řidká et al. (2014),
Cladonia,lichenized,Cladonia scabriuscula,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris italiana,Škaloud et al. (2015),
