scientificName,genus,specificEpithet,subspecies,variety
Nephroma laevigatum,Nephroma,laevigatum,,
Nephroma lusitanicum,Nephroma,lusitanicum,,
Nephroma occidentalis,Nephroma,occidentalis,,
Nephroma occultum,Nephroma,occultum,,
Nephroma parile,Nephroma,parile,,
Nephroma resupinatum,Nephroma,resupinatum,,
Nephroma silvae-veteris,Nephroma,silvae-veteris,,
Nephromopsis americana,Nephromopsis,americana,,
Nephromopsis chlorophylla,Nephromopsis,chlorophylla,,
Nephromopsis cucullata,Nephromopsis,cucullata,,
Nephromopsis merrillii,Nephromopsis,merrillii,,
Nephromopsis nivalis,Nephromopsis,nivalis,,
Nephromopsis orbata,Nephromopsis,orbata,,
Nephromopsis platyphylla,Nephromopsis,platyphylla,,
Nephromopsis richardsonii,Nephromopsis,richardsonii,,
Nephromopsis sphaerosporella,Nephromopsis,sphaerosporella,,
Nephromopsis subalpina,Nephromopsis,subalpina,,
Nephromopsis tuckermanii,Nephromopsis,tuckermanii,,
Nesolechia oxyspora,Nesolechia,oxyspora,,
Niebla cephalota,Niebla,cephalota,,
Nodobryoria abbreviata,Nodobryoria,abbreviata,,
Nodobryoria oregana,Nodobryoria,oregana,,
Nodobryoria subdivergens,Nodobryoria,subdivergens,,
Normandina acroglypta,Normandina,acroglypta,,
Normandina pulchella,Normandina,pulchella,,
Ochrolechia androgyna,Ochrolechia,androgyna,,
Ochrolechia arborea,Ochrolechia,arborea,,
Ochrolechia bryophaga,Ochrolechia,bryophaga,,
Ochrolechia farinacea,Ochrolechia,farinacea,,
Ochrolechia frigida,Ochrolechia,frigida,,
Ochrolechia frigida f. microcarpa,Ochrolechia,frigida,,
Ochrolechia gowardii,Ochrolechia,gowardii,,
Ochrolechia grimmiae,Ochrolechia,grimmiae,,
Ochrolechia gyalectina,Ochrolechia,gyalectina,,
Ochrolechia gyrophorica,Ochrolechia,gyrophorica,,
Ochrolechia inaequatula,Ochrolechia,inaequatula,,
Ochrolechia juvenalis,Ochrolechia,juvenalis,,
Ochrolechia laevigata,Ochrolechia,laevigata,,
Ochrolechia montana,Ochrolechia,montana,,
Ochrolechia oregonensis,Ochrolechia,oregonensis,,
Ochrolechia pallescens,Ochrolechia,pallescens,,
Ochrolechia parella,Ochrolechia,parella,,
Ochrolechia pseudopallescens,Ochrolechia,pseudopallescens,,
Ochrolechia rhodoleuca,Ochrolechia,rhodoleuca,,
Ochrolechia subathallina,Ochrolechia,subathallina,,
Ochrolechia subpallescens,Ochrolechia,subpallescens,,
Ochrolechia subplicans,Ochrolechia,subplicans,,
Ochrolechia subplicans subsp. hultenii,Ochrolechia,subplicans,hultenii,
Ochrolechia subviridis,Ochrolechia,subviridis,,
Ochrolechia szatalaensis,Ochrolechia,szatalaensis,,
Ochrolechia szatalaënsis,Ochrolechia,szatalaënsis,,
Ochrolechia szatalënsis,Ochrolechia,szatalënsis,,
Ochrolechia tartarea,Ochrolechia,tartarea,,
Ochrolechia turneri,Ochrolechia,turneri,,
Ochrolechia upsaliensis,Ochrolechia,upsaliensis,,
Omphalina ericetorum,Omphalina,ericetorum,,
Opegrapha anomea,Opegrapha,anomea,,
Opegrapha atra,Opegrapha,atra,,
Opegrapha fumosa,Opegrapha,fumosa,,
Opegrapha herbarum,Opegrapha,herbarum,,
Opegrapha lichenoides,Opegrapha,lichenoides,,
Opegrapha ochrocheila,Opegrapha,ochrocheila,,
Opegrapha rufescens,Opegrapha,rufescens,,
Opegrapha rufescens var. rufescens,Opegrapha,rufescens,,rufescens
Opegrapha sphaerophoricola,Opegrapha,sphaerophoricola,,
Opegrapha thelotrematis,Opegrapha,thelotrematis,,
Opegrapha varia,Opegrapha,varia,,
Opegrapha varia var. chlorina,Opegrapha,varia,,chlorina
Opegrapha zonata,Opegrapha,zonata,,
Ophioparma lapponica,Ophioparma,lapponica,,
Ophioparma rubricosa,Ophioparma,rubricosa,,
Ophioparma ventosa,Ophioparma,ventosa,,
Orphniospora moriopsis,Orphniospora,moriopsis,,
Oxneria fallax,Oxneria,fallax,,
Oxneriaria supertegens,Oxneriaria,supertegens,,
Pachnolepia pruinata,Pachnolepia,pruinata,,
Pachyphiale fagicola,Pachyphiale,fagicola,,
Palicella schizochromatica,Palicella,schizochromatica,,
Pannaria hookeri,Pannaria,hookeri,,
Pannaria laceratula,Pannaria,laceratula,,
Pannaria leucostictoides,Pannaria,leucostictoides,,
Pannaria mariana,Pannaria,mariana,,
Pannaria maritima,Pannaria,maritima,,
Pannaria mediterranea,Pannaria,mediterranea,,
Pannaria oregonensis,Pannaria,oregonensis,,
Pannaria pezizoides,Pannaria,pezizoides,,
Pannaria praetermissa,Pannaria,praetermissa,,
Pannaria rubiginella,Pannaria,rubiginella,,
Pannaria rubiginosa,Pannaria,rubiginosa,,
Pannaria saubinetii,Pannaria,saubinetii,,
Parmelia alpicola,Parmelia,alpicola,,
Parmelia ambigua,Parmelia,ambigua,,
Parmelia arnoldii,Parmelia,arnoldii,,
Parmelia bacata,Parmelia,bacata,,
Parmelia cumberlandia,Parmelia,cumberlandia,,
Parmelia fimbriata,Parmelia,fimbriata,,
Parmelia fraudans,Parmelia,fraudans,,
Parmelia fraudens,Parmelia,fraudens,,
Parmelia friabilis,Parmelia,friabilis,,
Parmelia furfuracea,Parmelia,furfuracea,,
Parmelia graduans,Parmelia,graduans,,
Parmelia hygrophila,Parmelia,hygrophila,,
Parmelia imbricaria,Parmelia,imbricaria,,
Parmelia marginalis,Parmelia,marginalis,,
Parmelia mougeotii,Parmelia,mougeotii,,
Parmelia omphalodes,Parmelia,omphalodes,,
Parmelia omphalodes subsp. omphalodes,Parmelia,omphalodes,omphalodes,
Parmelia panniformis,Parmelia,panniformis,,
Parmelia parvula,Parmelia,parvula,,
Parmelia physodes,Parmelia,physodes,,
Parmelia physodes var. entermorpha,Parmelia,physodes,,entermorpha
Parmelia plittii,Parmelia,plittii,,
Parmelia pseudosulcata,Parmelia,pseudosulcata,,
Parmelia rudecta,Parmelia,rudecta,,
Parmelia saxalilis,Parmelia,saxalilis,,
Parmelia saxatilis,Parmelia,saxatilis,,
Parmelia saxatilis f. marginalis,Parmelia,saxatilis,,
Parmelia saxatilis var. aizoni,Parmelia,saxatilis,,aizoni
Parmelia saxatilis var. sulcata,Parmelia,saxatilis,,sulcata
Parmelia skultii,Parmelia,skultii,,
Parmelia sphaerosporella,Parmelia,sphaerosporella,,
Parmelia squarrosa,Parmelia,squarrosa,,
Parmelia subaurifera,Parmelia,subaurifera,,
Parmelia subhosseana,Parmelia,subhosseana,,
Parmelia sulcata,Parmelia,sulcata,,
Parmelia sulcata?,Parmelia,sulcata?,,
Parmelia sulymae,Parmelia,sulymae,,
Parmelia taractica,Parmelia,taractica,,
Parmelia wyomingica,Parmelia,wyomingica,,
Parmeliella parvula,Parmeliella,parvula,,
Parmeliella triptophylla,Parmeliella,triptophylla,,
Parmeliopsis aleurites,Parmeliopsis,aleurites,,
Parmeliopsis ambigua,Parmeliopsis,ambigua,,
Parmeliopsis ambigua var. ambigua,Parmeliopsis,ambigua,,ambigua
Parmeliopsis capitata,Parmeliopsis,capitata,,
Parmeliopsis hyeropta,Parmeliopsis,hyeropta,,
Parmeliopsis hyperopta,Parmeliopsis,hyperopta,,
Parmotrema arnoldii,Parmotrema,arnoldii,,
Parmotrema chinense,Parmotrema,chinense,,
Parmotrema crinita,Parmotrema,crinita,,
Parmotrema crinitum,Parmotrema,crinitum,,
Parmotrema perlatum,Parmotrema,perlatum,,
Parmotrema reticulatum,Parmotrema,reticulatum,,
Parvoplaca tiroliensis,Parvoplaca,tiroliensis,,
Peccania subnigra,Peccania,subnigra,,
Peltigera aphthosa,Peltigera,aphthosa,,
Peltigera aphthosa var. aphthosa,Peltigera,aphthosa,,aphthosa
Peltigera aphthosa var. britannica,Peltigera,aphthosa,,britannica
Peltigera aphthosa var. leucophlebia,Peltigera,aphthosa,,leucophlebia
Peltigera aphthosa var. variolosa,Peltigera,aphthosa,,variolosa
Peltigera aphthosa x leucophlebia,Peltigera,aphthosa,,
Peltigera austroamericana,Peltigera,austroamericana,,
Peltigera boreorufescens,Peltigera,boreorufescens,,
Peltigera britannica,Peltigera,britannica,,
Peltigera brittannica,Peltigera,brittannica,,
Peltigera canina,Peltigera,canina,,
Peltigera canina var. rufescens,Peltigera,canina,,rufescens
Peltigera castanea,Peltigera,castanea,,
Peltigera chionophila,Peltigera,chionophila,,
Peltigera cinnamomea,Peltigera,cinnamomea,,
Peltigera collina,Peltigera,collina,,
Peltigera conspersa,Peltigera,conspersa,,
Peltigera degenii,Peltigera,degenii,,
Peltigera didactyla,Peltigera,didactyla,,
Peltigera didactyla var. didactyla,Peltigera,didactyla,,didactyla
Peltigera didactyla var. extenuata,Peltigera,didactyla,,extenuata
Peltigera dolichorhiza,Peltigera,dolichorhiza,,
Peltigera elisabathae,Peltigera,elisabathae,,
Peltigera elisabethae,Peltigera,elisabethae,,
Peltigera erecta,Peltigera,erecta,,
Peltigera evansiana,Peltigera,evansiana,,
Peltigera extenuata,Peltigera,extenuata,,
Peltigera filamenta,Peltigera,filamenta,,
Peltigera fuscocanina,Peltigera,fuscocanina,,
Peltigera glauca,Peltigera,glauca,,
Peltigera gowardiana,Peltigera,gowardiana,,
Peltigera gowardii,Peltigera,gowardii,,
Peltigera horizontalis,Peltigera,horizontalis,,
Peltigera hydrothyria,Peltigera,hydrothyria,,
Peltigera hymenina,Peltigera,hymenina,,
Peltigera islandica,Peltigera,islandica,,
Peltigera kristinssonii,Peltigera,kristinssonii,,
Peltigera latiloba,Peltigera,latiloba,,
Peltigera latopraetextata,Peltigera,latopraetextata,,
Peltigera lepidophora,Peltigera,lepidophora,,
Peltigera leucophlebia,Peltigera,leucophlebia,,
Peltigera macilenta,Peltigera,macilenta,,
Peltigera malacea,Peltigera,malacea,,
Peltigera maritima,Peltigera,maritima,,
Peltigera membranacea,Peltigera,membranacea,,
Peltigera micropolydactyla,Peltigera,micropolydactyla,,
Peltigera muscorum,Peltigera,muscorum,,
Peltigera neckeri,Peltigera,neckeri,,
Peltigera neocanina,Peltigera,neocanina,,
Peltigera neopolydactyla,Peltigera,neopolydactyla,,
Peltigera neorufescens,Peltigera,neorufescens,,
Peltigera occidentalis,Peltigera,occidentalis,,
Peltigera pacifica,Peltigera,pacifica,,
Peltigera pallida,Peltigera,pallida,,
Peltigera pallidorufescens,Peltigera,pallidorufescens,,
Peltigera phyllidiosa,Peltigera,phyllidiosa,,
Peltigera polydactyla,Peltigera,polydactyla,,
Peltigera polydactylon,Peltigera,polydactylon,,
Peltigera ponjensis,Peltigera,ponjensis,,
Peltigera ponojensis,Peltigera,ponojensis,,
Peltigera praetextata,Peltigera,praetextata,,
Peltigera retifoveata,Peltigera,retifoveata,,
Peltigera rufescens,Peltigera,rufescens,,
Peltigera scabrosa,Peltigera,scabrosa,,
Peltigera scotteri,Peltigera,scotteri,,
Peltigera setifera,Peltigera,setifera,,
Peltigera spuria,Peltigera,spuria,,
Peltigera venosa,Peltigera,venosa,,
Peltigera viridis,Peltigera,viridis,,
Peltula euploca,Peltula,euploca,,
Pertusaria alaskensis,Pertusaria,alaskensis,,
Pertusaria albescens,Pertusaria,albescens,,
Pertusaria alpina,Pertusaria,alpina,,
Pertusaria amara,Pertusaria,amara,,
Pertusaria ambigens,Pertusaria,ambigens,,
Pertusaria borealis,Pertusaria,borealis,,
Pertusaria bryontha,Pertusaria,bryontha,,
Pertusaria carneopallida,Pertusaria,carneopallida,,
Pertusaria chiodectonoides,Pertusaria,chiodectonoides,,
Pertusaria coriacea,Pertusaria,coriacea,,
Pertusaria dactylina,Pertusaria,dactylina,,
Pertusaria diluta,Pertusaria,diluta,,
Pertusaria excludens,Pertusaria,excludens,,
Pertusaria gelatinosa,Pertusaria,gelatinosa,,
Pertusaria geminipara,Pertusaria,geminipara,,
Pertusaria glaucomela,Pertusaria,glaucomela,,
Pertusaria hakkodensis,Pertusaria,hakkodensis,,
Pertusaria leioplaca,Pertusaria,leioplaca,,
Pertusaria leucostoma,Pertusaria,leucostoma,,
Pertusaria mccroryae,Pertusaria,mccroryae,,
Pertusaria multipuncta,Pertusaria,multipuncta,,
Pertusaria multipunctoides,Pertusaria,multipunctoides,,
Pertusaria octomela,Pertusaria,octomela,,
Pertusaria oculata,Pertusaria,oculata,,
Pertusaria ophthalmiza,Pertusaria,ophthalmiza,,
Pertusaria panyrga,Pertusaria,panyrga,,
Pertusaria pocillaria,Pertusaria,pocillaria,,
Pertusaria pupillaris,Pertusaria,pupillaris,,
Pertusaria pustulata,Pertusaria,pustulata,,
Pertusaria rhodoleuca,Pertusaria,rhodoleuca,,
Pertusaria saximontana,Pertusaria,saximontana,,
Pertusaria sommerfeltii,Pertusaria,sommerfeltii,,
Pertusaria stenhammari,Pertusaria,stenhammari,,
Pertusaria stenhammarii,Pertusaria,stenhammarii,,
Pertusaria subambigens,Pertusaria,subambigens,,
Pertusaria subdactylina,Pertusaria,subdactylina,,
Pertusaria suboculata,Pertusaria,suboculata,,
Pertusaria subplicans,Pertusaria,subplicans,,
Pertusaria subvelata,Pertusaria,subvelata,,
Pertusaria trochiscea,Pertusaria,trochiscea,,
Pertusaria velata,Pertusaria,velata,,
Pertusaria wulfenioides,Pertusaria,wulfenioides,,
Pertusaria xanthostoma,Pertusaria,xanthostoma,,
Phacopsis huuskonenii,Phacopsis,huuskonenii,,
Phacopsis oxyspora,Phacopsis,oxyspora,,
Phacopsis vulpina,Phacopsis,vulpina,,
Phaeocalicium compressulum,Phaeocalicium,compressulum,,
Phaeocalicium populneum,Phaeocalicium,populneum,,
Phaeophyscia adiastola,Phaeophyscia,adiastola,,
Phaeophyscia ciliata,Phaeophyscia,ciliata,,
Phaeophyscia constipata,Phaeophyscia,constipata,,
Phaeophyscia decolor,Phaeophyscia,decolor,,
Phaeophyscia endococcina,Phaeophyscia,endococcina,,
Phaeophyscia hirsuta,Phaeophyscia,hirsuta,,
Phaeophyscia hirtella,Phaeophyscia,hirtella,,
Phaeophyscia hispidula subsp. limbata,Phaeophyscia,hispidula,limbata,
Phaeophyscia kairamoi,Phaeophyscia,kairamoi,,
Phaeophyscia nigricans,Phaeophyscia,nigricans,,
Phaeophyscia orbicularis,Phaeophyscia,orbicularis,,
Phaeophyscia pusilloides,Phaeophyscia,pusilloides,,
Phaeophyscia sciastra,Phaeophyscia,sciastra,,
Phaeopyxis punctum,Phaeopyxis,punctum,,
Phaeorrhiza nimbosa,Phaeorrhiza,nimbosa,,
Phaeorrhiza sareptana,Phaeorrhiza,sareptana,,
Phaeosporobolus alpinus,Phaeosporobolus,alpinus,,
phlyctis argena,phlyctis,argena,,
Phlyctis argena,Phlyctis,argena,,
Phlyctis speirea,Phlyctis,speirea,,
Phylliscum demangeonii,Phylliscum,demangeonii,,
Phyllopsora rappiana,Phyllopsora,rappiana,,
Physcia adscendens,Physcia,adscendens,,
Physcia aipolia,Physcia,aipolia,,
Physcia alnophila,Physcia,alnophila,,
Physcia biziana,Physcia,biziana,,
Physcia caesia,Physcia,caesia,,
Physcia cascadensis,Physcia,cascadensis,,
Physcia detersa,Physcia,detersa,,
Physcia dimidiata,Physcia,dimidiata,,
Physcia dubia,Physcia,dubia,,
Physcia magnussonii,Physcia,magnussonii,,
Physcia phaea,Physcia,phaea,,
Physcia pulverulenta,Physcia,pulverulenta,,
Physcia sciastra,Physcia,sciastra,,
Physcia stellaris,Physcia,stellaris,,
Physcia subalbinea,Physcia,subalbinea,,
Physcia tenella,Physcia,tenella,,
Physcia tribacia,Physcia,tribacia,,
Physcia wainioi,Physcia,wainioi,,
Physciella chloantha,Physciella,chloantha,,
Physciella melanchra,Physciella,melanchra,,
Physconia americana,Physconia,americana,,
Physconia detersa,Physconia,detersa,,
Physconia distorta,Physconia,distorta,,
Physconia enteroxantha,Physconia,enteroxantha,,
Physconia fallax,Physconia,fallax,,
Physconia grisea,Physconia,grisea,,
Physconia isidiigera,Physconia,isidiigera,,
Physconia labrata,Physconia,labrata,,
Physconia muscigena,Physconia,muscigena,,
Physconia muscigena var. bayeri,Physconia,muscigena,,bayeri
Physconia perisidiosa,Physconia,perisidiosa,,
Piccolia ochrophora,Piccolia,ochrophora,,
Pilophoron aciculare,Pilophoron,aciculare,,
Pilophoron acicularis,Pilophoron,acicularis,,
Pilophoron clavatus,Pilophoron,clavatus,,
Pilophorus aciculare,Pilophorus,aciculare,,
Pilophorus acicularis,Pilophorus,acicularis,,
Pilophorus cereolus,Pilophorus,cereolus,,
Pilophorus clavatus,Pilophorus,clavatus,,
Pilophorus dovrensis,Pilophorus,dovrensis,,
Pilophorus nigricaulis,Pilophorus,nigricaulis,,
Pilophorus robustus,Pilophorus,robustus,,
Placidiopsis cinerascens,Placidiopsis,cinerascens,,
Placidiopsis custnani,Placidiopsis,custnani,,
Placidiopsis pseudocinerea,Placidiopsis,pseudocinerea,,
Placidium cinereum,Placidium,cinereum,,
Placidium lachneum,Placidium,lachneum,,
Placidium lacinulatum,Placidium,lacinulatum,,
Placidium lacinulatum var. afrans,Placidium,lacinulatum,,afrans
Placidium lacinulatum var. atrans,Placidium,lacinulatum,,atrans
Placidium norvegicum,Placidium,norvegicum,,
Placidium pilosellum,Placidium,pilosellum,,
Placidium rufescens,Placidium,rufescens,,
Placidium squamulosum,Placidium,squamulosum,,
Placopsis cribellans,Placopsis,cribellans,,
Placopsis fusciduloides,Placopsis,fusciduloides,,
Placopsis gelida,Placopsis,gelida,,
Placopsis lambii,Placopsis,lambii,,
Placopsis roseonigra,Placopsis,roseonigra,,
Placynthiella dasaea,Placynthiella,dasaea,,
placynthiella icmalea,placynthiella,icmalea,,
Placynthiella icmalea,Placynthiella,icmalea,,
Placynthiella oligotropha,Placynthiella,oligotropha,,
Placynthiella uliginosa,Placynthiella,uliginosa,,
Placynthium asperellum,Placynthium,asperellum,,
Placynthium asperellum subsp. intermedia,Placynthium,asperellum,intermedia,
Placynthium flabellosum,Placynthium,flabellosum,,
Placynthium nigrum,Placynthium,nigrum,,
Placynthium pannariellum,Placynthium,pannariellum,,
Placynthium pulvinatum,Placynthium,pulvinatum,,
Placynthium stenophyllum,Placynthium,stenophyllum,,
Placynthium stenophyllum var. isidiatum,Placynthium,stenophyllum,,isidiatum
Placynthium subradiatum,Placynthium,subradiatum,,
Placythium nigrum,Placythium,nigrum,,
Platismatia glauca,Platismatia,glauca,,
Platismatia glauca f. divaricata,Platismatia,glauca,,
Platismatia glauca var. sarmentoa,Platismatia,glauca,,sarmentoa
Platismatia glauca var. sarmentosa,Platismatia,glauca,,sarmentosa
Platismatia herrei,Platismatia,herrei,,
Platismatia hierrei,Platismatia,hierrei,,
Platismatia lacunosa,Platismatia,lacunosa,,
Platismatia norvegica,Platismatia,norvegica,,
Platismatia stenophylla,Platismatia,stenophylla,,
Platismatia wheeleri,Platismatia,wheeleri,,
Plectocarpon lichenum,Plectocarpon,lichenum,,
Plectocarpon lichinum,Plectocarpon,lichinum,,
Plectocarpon nephromeum,Plectocarpon,nephromeum,,
Plectocarpon peltigerae,Plectocarpon,peltigerae,,
Pleopsidium flavum,Pleopsidium,flavum,,
Polyblastia cucurbitula,Polyblastia,cucurbitula,,
Polyblastia hyperborea,Polyblastia,hyperborea,,
Polyblastia obsoleta,Polyblastia,obsoleta,,
Polyblastia theleodes,Polyblastia,theleodes,,
Polycauliona candelaria,Polycauliona,candelaria,,
Polycauliona flavogranulosa,Polycauliona,flavogranulosa,,
Polycauliona polycarpa,Polycauliona,polycarpa,,
Polycauliona rosei,Polycauliona,rosei,,
Polycauliona verruculifera,Polycauliona,verruculifera,,
Polychidium contortum,Polychidium,contortum,,
Polychidium cortortum,Polychidium,cortortum,,
Polychidium dendiscum,Polychidium,dendiscum,,
Polychidium dendriscum,Polychidium,dendriscum,,
Polychidium muscicola,Polychidium,muscicola,,
Polychidium muscicolum,Polychidium,muscicolum,,
Polychidium musciola,Polychidium,musciola,,
Polychidum dendriscum,Polychidum,dendriscum,,
Polysporina simplex,Polysporina,simplex,,
Polysporina urceolata,Polysporina,urceolata,,
Porina chlorotica,Porina,chlorotica,,
Porina guentheri,Porina,guentheri,,
Porina lectissima,Porina,lectissima,,
Porina leptalea,Porina,leptalea,,
Porina pacifica,Porina,pacifica,,
Porina pacifica var. persicina,Porina,pacifica,,persicina
Porina radicicola,Porina,radicicola,,
Porocyphus kenmorensis,Porocyphus,kenmorensis,,
Porpidia albocaerulescens,Porpidia,albocaerulescens,,
Porpidia carlotiana,Porpidia,carlotiana,,
Porpidia carlottiana,Porpidia,carlottiana,,
Porpidia cinereoatra,Porpidia,cinereoatra,,
Porpidia contrapoenda,Porpidia,contrapoenda,,
Porpidia contraponenda,Porpidia,contraponenda,,
Porpidia crustulata,Porpidia,crustulata,,
Porpidia flavicunda,Porpidia,flavicunda,,
Porpidia flavocaerulescens,Porpidia,flavocaerulescens,,
Porpidia grisea,Porpidia,grisea,,
Porpidia macrocarpa,Porpidia,macrocarpa,,
Porpidia melinodes,Porpidia,melinodes,,
Porpidia nigrocruenta,Porpidia,nigrocruenta,,
Porpidia ochrolemma,Porpidia,ochrolemma,,
Porpidia pseudomelinodes,Porpidia,pseudomelinodes,,
Porpidia soredizodes,Porpidia,soredizodes,,
Porpidia speirea,Porpidia,speirea,,
Porpidia superba,Porpidia,superba,,
Porpidia thomsonii,Porpidia,thomsonii,,
Porpidia tuberculosa,Porpidia,tuberculosa,,
Porpidia zeoroides,Porpidia,zeoroides,,
Pronectria echinulata,Pronectria,echinulata,,
Protoblastenia calva,Protoblastenia,calva,,
Protoblastenia cinnabarina,Protoblastenia,cinnabarina,,
Protoblastenia incrustans,Protoblastenia,incrustans,,
Protoblastenia rupestris,Protoblastenia,rupestris,,
Protomicarea alpestris,Protomicarea,alpestris,,
Protopannaria pezizoides,Protopannaria,pezizoides,,
Protoparmelia badia,Protoparmelia,badia,,
Protoparmelia badia?,Protoparmelia,badia?,,
Protoparmelia ochrococca,Protoparmelia,ochrococca,,
Protoparmeliopsis muralis,Protoparmeliopsis,muralis,,
Protoparmeliopsis peltata,Protoparmeliopsis,peltata,,
Protothelenella corrosa,Protothelenella,corrosa,,
Protothelenella petri,Protothelenella,petri,,
Protothelenella sphinctrinoides,Protothelenella,sphinctrinoides,,
Pseudephebe minuscula,Pseudephebe,minuscula,,
Pseudephebe pubescens,Pseudephebe,pubescens,,
Pseudevernia intensa,Pseudevernia,intensa,,
Pseudocypellaria pinnata,Pseudocypellaria,pinnata,,
Pseudocyphellaria anomala,Pseudocyphellaria,anomala,,
Pseudocyphellaria anthrapsis,Pseudocyphellaria,anthrapsis,,
Pseudocyphellaria anthraspis,Pseudocyphellaria,anthraspis,,
Pseudocyphellaria citrina,Pseudocyphellaria,citrina,,
Pseudocyphellaria crocata,Pseudocyphellaria,crocata,,
Pseudocyphellaria mallota,Pseudocyphellaria,mallota,,
Pseudocyphellaria perpetua,Pseudocyphellaria,perpetua,,
Pseudocyphellaria punctata,Pseudocyphellaria,punctata,,
Pseudocyphellaria rainierensis,Pseudocyphellaria,rainierensis,,
Pseudosagedia chlorotica,Pseudosagedia,chlorotica,,
Pseudosagedia cinereopruinosa,Pseudosagedia,cinereopruinosa,,
Pseudoschismatomma rufescens,Pseudoschismatomma,rufescens,,
Pseudothelomma occidentale,Pseudothelomma,occidentale,,
Psilolechia leprosa,Psilolechia,leprosa,,
Psilolechia lucida,Psilolechia,lucida,,
Psora cerebriformis,Psora,cerebriformis,,
Psora decipiens,Psora,decipiens,,
Psora globifera,Psora,globifera,,
Psora himalayana,Psora,himalayana,,
Psora luridella,Psora,luridella,,
Psora montana,Psora,montana,,
Psora nipponica,Psora,nipponica,,
Psora rubiformis,Psora,rubiformis,,
Psora tuckermanii,Psora,tuckermanii,,
Psoroglaena stigonemoides,Psoroglaena,stigonemoides,,
Psoroma hypnorum,Psoroma,hypnorum,,
Psoroma hypnorum var. hypnorum,Psoroma,hypnorum,,hypnorum
Psoroma paleaceum,Psoroma,paleaceum,,
Psoroma tenue,Psoroma,tenue,,
Psoroma tenue var. boreale,Psoroma,tenue,,boreale
Psorula rufonigra,Psorula,rufonigra,,
Punctelia perreticulata,Punctelia,perreticulata,,
Punctelia rudecta,Punctelia,rudecta,,
Punctelia stictica,Punctelia,stictica,,
Puttea exsequens,Puttea,exsequens,,
Pycnora leucococca,Pycnora,leucococca,,
Pycnora sorophora,Pycnora,sorophora,,
Pyrenocollema bryopsilum,Pyrenocollema,bryopsilum,,
Pyrenocollema halodytes,Pyrenocollema,halodytes,,
Pyrenocollema sublitorale,Pyrenocollema,sublitorale,,
Pyrenula acutispora,Pyrenula,acutispora,,
Pyrenula alnicola,Pyrenula,alnicola,,
Pyrenula harrisii,Pyrenula,harrisii,,
Pyrenula neglecta,Pyrenula,neglecta,,
Pyrenula nitida,Pyrenula,nitida,,
Pyrenula occidentalis,Pyrenula,occidentalis,,
Pyrrhospora cinnabarina,Pyrrhospora,cinnabarina,,
Pyrrhospora cinnamonea,Pyrrhospora,cinnamonea,,
Pyrrhospora gowardiana,Pyrrhospora,gowardiana,,
Pyrrhospora quernea,Pyrrhospora,quernea,,
Racodium rupestre,Racodium,rupestre,,
Ramalina americana,Ramalina,americana,,
Ramalina calicaris,Ramalina,calicaris,,
Ramalina celastri,Ramalina,celastri,,
Ramalina crinalis,Ramalina,crinalis,,
Ramalina dendroides,Ramalina,dendroides,,
Ramalina dilacerata,Ramalina,dilacerata,,
Ramalina farinacea,Ramalina,farinacea,,
Ramalina geniculata,Ramalina,geniculata,,
Ramalina hypoprotocetrarica,Ramalina,hypoprotocetrarica,,
Ramalina intermedia,Ramalina,intermedia,,
Ramalina laevigata,Ramalina,laevigata,,
Ramalina leptocarpha,Ramalina,leptocarpha,,
Ramalina macrospora,Ramalina,macrospora,,
Ramalina menziesii,Ramalina,menziesii,,
Ramalina minuscula,Ramalina,minuscula,,
Ramalina neopacifica,Ramalina,neopacifica,,
Ramalina obtusata,Ramalina,obtusata,,
Ramalina pollinaria,Ramalina,pollinaria,,
Ramalina reticulata,Ramalina,reticulata,,
Ramalina roesleri,Ramalina,roesleri,,
Ramalina sinensis,Ramalina,sinensis,,
Ramalina subleptocarpha,Ramalina,subleptocarpha,,
Ramalina thrausta,Ramalina,thrausta,,
Ramalina thruasta,Ramalina,thruasta,,
Ramboldia cinnabarina,Ramboldia,cinnabarina,,
Ramboldia elabens,Ramboldia,elabens,,
Ramboldia gowardiana,Ramboldia,gowardiana,,
Ramboldia subcinnabarina,Ramboldia,subcinnabarina,,
Refractohilum peltigerae,Refractohilum,peltigerae,,
Rhagadostoma lichenicola,Rhagadostoma,lichenicola,,
Rhexophiale rhexoblephara,Rhexophiale,rhexoblephara,,
Rhinodina bischoffii,Rhinodina,bischoffii,,
Rhizocarpon alpicola,Rhizocarpon,alpicola,,
Rhizocarpon atroflavescens,Rhizocarpon,atroflavescens,,
Rhizocarpon badioatrum,Rhizocarpon,badioatrum,,
Rhizocarpon bolanderi,Rhizocarpon,bolanderi,,
Rhizocarpon chioneum,Rhizocarpon,chioneum,,
Rhizocarpon cinereonigrum,Rhizocarpon,cinereonigrum,,
Rhizocarpon disporum,Rhizocarpon,disporum,,
Rhizocarpon distinctum,Rhizocarpon,distinctum,,
Rhizocarpon effiguratum,Rhizocarpon,effiguratum,,
Rhizocarpon eupetraeoides,Rhizocarpon,eupetraeoides,,
Rhizocarpon eupetraeum,Rhizocarpon,eupetraeum,,
Rhizocarpon geminatum,Rhizocarpon,geminatum,,
Rhizocarpon geographicum,Rhizocarpon,geographicum,,
Rhizocarpon geographicum group,Rhizocarpon,geographicum,,
Rhizocarpon grande,Rhizocarpon,grande,,
Rhizocarpon haidense,Rhizocarpon,haidense,,
