Taxon,Taxon.Author,Subtaxon.Author,Common.Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Hybrid,Subspecies,Variety,Origin,Provincial.Status,National.Status,Reporting.Status,Observation,Collected.Reported..y.m.d.,Collector.Source,Collection.List,Accession.Number,GBIF.ID,First.Observed,Observer,iNaturalist.Link,Notes,ID,Stats.Code,new_year,Reporting.Status.simple,Order_std,Taxon_std,Reporting_raw_std,Reporting_simple_std,Collector_std,Observer_std,Historical_date_std,First_observed_std,iNat_URL_raw_std,iNat_ID_raw_std,Collection_std,Accession_std,new_year_std,status_std,historical_year,observed_year,Order_label
Alchemilla occidentalis,ex Torr. & A.Gray,,western parsley-piert,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,NA,Rosales,,NA,Rosaceae,Rosoideae,Potentilleae,Alchemilla,occidentalis,,,,native,S5,,confirmed,observed,1983-05-01,Gerald B. Straley,UBC,V178669,NA,2019-02-24,Andrew Simon,iNat:20739000,"Coon Bay; exposed, grassy rocky areas above sea; Aphanes arvensis and A. occidentalis syn. as Alchemilla arvensis",866483,VAS,NA,confirmed,Rosales,Alchemilla occidentalis,confirmed,confirmed,Gerald B. Straley,Andrew Simon,1983-05-01,2019-02-24,iNat:20739000,866483,UBC,V178669,NA,confirmed,1983,2019,Roses (Rosales)
Amsinckia menziesii,(Lehm.) A. Nelson & J.F. Macbr.,,small-flowered fiddleneck,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,NA,Boraginales,,NA,Boraginaceae,Cynoglossoideae,Cynoglosseae,Amsinckia,menziesii,,,,native,S5,,confirmed,observed,1984-06-02,Harvey Janszen,RBCM,V129555,1949578498,2017-04-30,Andrew Simon,iNat:6047543,Bellhouse; dry hayfield,55436,VAS,NA,confirmed,Boraginales,Amsinckia menziesii,confirmed,confirmed,Harvey Janszen,Andrew Simon,1984-06-02,2017-04-30,iNat:6047543,55436,RBCM,V129555,NA,confirmed,1984,2017,Borage (Boraginales)
Poa nemoralis,L.,,Woods bluegrass,Plantae,Tracheophyta,Angiospermae,NA,Liliopsida,,NA,Poales,,NA,Poaceae,Pooideae,Poeae,Poa,nemoralis,,,,exotic,unlisted,,reported,unobserved,1984-06-02,Harvey Janszen,RBCM,V129588,1949578346,NA,NA,,,78649,VAS,NA,reported,Poales,Poa nemoralis,reported,reported,Harvey Janszen,NA,1984-06-02,NA,NA,78649,RBCM,V129588,NA,reported,1984,NA,Grasses (Poales)
Primula pauciflora var. pauciflora,Franch.,,pretty shootingstar,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,NA,Ericales,,NA,Primulaceae,Primuloideae,Primuleae,Primula,pauciflora,,,pauciflora,native,S5,,reported,unobserved,1984-06-02,Harvey Janszen,RBCM,V129550,1949578473,NA,NA,,"reported as Dodecatheon meadia var. pulchellum (V129550); Bellhouse Park, vernal seep pools on rocky shore",550711,VAS,NA,reported,Ericales,Primula pauciflora var. pauciflora,reported,reported,Harvey Janszen,NA,1984-06-02,NA,NA,550711,RBCM,V129550,NA,reported,1984,NA,Heath & blueberries (Ericales)
Apocynum androsaemifolium,L.,,spreading dogbane,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,NA,Gentianales,,NA,Apocynaceae,Apocynoideae,Apocyneae,Apocynum,androsaemifolium,,,,native,S5,,reported,unobserved,1984-06-02,Harvey Janszen,RBCM,V129556,NA,NA,NA,,Hydro cut line on Montague Harbour Road,47359,VAS,NA,reported,Gentianales,Apocynum androsaemifolium,reported,reported,Harvey Janszen,NA,1984-06-02,NA,NA,47359,RBCM,V129556,NA,reported,1984,NA,Gentians (Gentianales)
Zostera marina,L.,,common eel-grass,Plantae,Tracheophyta,Angiospermae,NA,Liliopsida,,NA,Alismatales,,NA,Zosteraceae,,,Zostera,marina,,,,native,S5,,confirmed,observed,1985-12-08,Andy Lamb & Donna Gibbs,Ocean Wise,,NA,2009-07-08,Shera Street,iNat:2635147,,52614,VAS,NA,confirmed,Alismatales,Zostera marina,confirmed,confirmed,Andy Lamb & Donna Gibbs,Shera Street,1985-12-08,2009-07-08,iNat:2635147,52614,Ocean Wise,NA,NA,confirmed,1985,2009,Water-plantains & allies (Alismatales)
Silene coronaria,(Desr.) Clairv. ex Rchb.,,rose campion,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,NA,Caryophyllales,,NA,Caryophyllaceae,Caryophylloideae,Sileneae,Silene,coronaria,,,,exotic,unlisted,,confirmed,observed,1986-08-03,Gerald B. Straley,UBC,V190607,NA,2003-11-03,Larry Halverson,iNat:192850866,Reported as Lychnis coronaria,485191,VAS,NA,confirmed,Caryophyllales,Silene coronaria,confirmed,confirmed,Gerald B. Straley,Larry Halverson,1986-08-03,2003-11-03,iNat:192850866,485191,UBC,V190607,NA,confirmed,1986,2003,Pink & cactus (Caryophyllales)
Cynosurus echinatus,L.,,hedgehog dogtail,Plantae,Tracheophyta,Angiospermae,NA,Liliopsida,,NA,Poales,,NA,Poaceae,Pooideae,Poeae,Cynosurus,echinatus,,,,exotic,unlisted,,confirmed,observed,1986-08-03,Gerald B. Straley,UBC,V190606,NA,2013-06-20,Felix Erhard,iNat:2588511,,47695,VAS,NA,confirmed,Poales,Cynosurus echinatus,confirmed,confirmed,Gerald B. Straley,Felix Erhard,1986-08-03,2013-06-20,iNat:2588511,47695,UBC,V190606,NA,confirmed,1986,2013,Grasses (Poales)
Gnaphalium palustre,Nutt.,,lowland cudweed,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,NA,Asterales,,NA,Asteraceae,Asteroideae,Gnaphalieae,Gnaphalium,palustre,,,,native,S5,,confirmed,observed,1986-08-03,Gerald B. Straley,UBC,V190608,NA,2021-06-21,Barbara Irving,iNat:84000666,,57980,VAS,NA,confirmed,Asterales,Gnaphalium palustre,confirmed,confirmed,Gerald B. Straley,Barbara Irving,1986-08-03,2021-06-21,iNat:84000666,57980,UBC,V190608,NA,confirmed,1986,2021,Sunflowers (Asterales)
Veronica americana,Schwein. ex Benth.,,American speedwell,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,NA,Lamiales,,NA,Plantaginaceae,,Veroniceae,Veronica,americana,,,,native,S5,,confirmed,observed,1986-08-16,William J. Crins,UBC,V190907,NA,2015-03-04,Andrew Simon,iNat:2566571,,57277,VAS,NA,confirmed,Lamiales,Veronica americana,confirmed,confirmed,William J. Crins,Andrew Simon,1986-08-16,2015-03-04,iNat:2566571,57277,UBC,V190907,NA,confirmed,1986,2015,Mints (Lamiales)
Epilobium minutum,Lindl. ex Lehm.,,small-flowered willowherb,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,NA,Myrtales,,NA,Onagraceae,,,Epilobium,minutum,,,,native,S5,,confirmed,observed,1986-08-16,William J. Crins,UBC,V191349,NA,2015-04-04,Andrew Simon,iNat:2567455,,57150,VAS,NA,confirmed,Myrtales,Epilobium minutum,confirmed,confirmed,William J. Crins,Andrew Simon,1986-08-16,2015-04-04,iNat:2567455,57150,UBC,V191349,NA,confirmed,1986,2015,Myrtles (Myrtales)
Veronica arvensis,L.,,wall speedwell,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,NA,Lamiales,,NA,Plantaginaceae,,Veroniceae,Veronica,arvensis,,,,exotic,unlisted,,confirmed,observed,1986-08-16,William J. Crins,UBC,V191359,NA,2015-04-21,Andrew Simon,iNat:2567293,,55748,VAS,NA,confirmed,Lamiales,Veronica arvensis,confirmed,confirmed,William J. Crins,Andrew Simon,1986-08-16,2015-04-21,iNat:2567293,55748,UBC,V191359,NA,confirmed,1986,2015,Mints (Lamiales)
Holcus lanatus,L.,,common velvet-grass,Plantae,Tracheophyta,Angiospermae,NA,Liliopsida,,NA,Poales,,NA,Poaceae,Pooideae,Poeae,Holcus,lanatus,,,,exotic,unlisted,,confirmed,observed,1986-08-16,William J. Crins,UBC,V190904,NA,2015-05-28,Lauren Magner,iNat:2621500,,52793,VAS,NA,confirmed,Poales,Holcus lanatus,confirmed,confirmed,William J. Crins,Lauren Magner,1986-08-16,2015-05-28,iNat:2621500,52793,UBC,V190904,NA,confirmed,1986,2015,Grasses (Poales)
Senecio sylvaticus,L.,,wood groundsel,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,NA,Asterales,,NA,Asteraceae,Asteroideae,Senecioneae,Senecio,sylvaticus,,,,exotic,unlisted,,confirmed,observed,1986-08-16,William J. Crins,UBC,V190909,NA,2015-05-28,Lauren Magner,iNat:2631686,,53210,VAS,NA,confirmed,Asterales,Senecio sylvaticus,confirmed,confirmed,William J. Crins,Lauren Magner,1986-08-16,2015-05-28,iNat:2631686,53210,UBC,V190909,NA,confirmed,1986,2015,Sunflowers (Asterales)
Erythranthe ptilota,G.L. Nesom,,musk-flower,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,NA,Lamiales,,NA,Phrymaceae,,,Erythranthe,ptilota,,,,native,S5,,confirmed,observed,1986-08-16,William J. Crins,UBC,V191355,NA,2015-06-05,Lauren Magner,iNat:2563623,Reported as Mimulus moschatus,771908,VAS,NA,confirmed,Lamiales,Erythranthe ptilota,confirmed,confirmed,William J. Crins,Lauren Magner,1986-08-16,2015-06-05,iNat:2563623,771908,UBC,V191355,NA,confirmed,1986,2015,Mints (Lamiales)
Luzula comosa var. laxa,E. Mey.,Buchenau,Pacific wood-rush,Plantae,Tracheophyta,Angiospermae,NA,Liliopsida,,NA,Poales,,NA,Juncaceae,,,Luzula,comosa,,,laxa,native,S5,,confirmed,observed,1986-08-16,William J. Crins,UBC,V191352,NA,2016-04-03,Andrew Simon,iNat:2890034,Luzula multiflora previously misapplied; but see V097271,81080,VAS,NA,confirmed,Poales,Luzula comosa var. laxa,confirmed,confirmed,William J. Crins,Andrew Simon,1986-08-16,2016-04-03,iNat:2890034,81080,UBC,V191352,NA,confirmed,1986,2016,Grasses (Poales)
Osmorhiza berteroi,DC.,,mountain sweet-cicely,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,NA,Apiales,,NA,Apiaceae,Apioideae,Scandiceae,Osmorhiza,berteroi,,,,native,S5,,confirmed,observed,1986-08-16,William J. Crins,UBC,V197708,NA,2016-05-03,Andrew Simon,iNat:3093492,Reported as O. chilensis,53166,VAS,NA,confirmed,Apiales,Osmorhiza berteroi,confirmed,confirmed,William J. Crins,Andrew Simon,1986-08-16,2016-05-03,iNat:3093492,53166,UBC,V197708,NA,confirmed,1986,2016,Carrot & ginseng (Apiales)
Galium triflorum,Michx.,,sweet-scented bedstraw,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,NA,Gentianales,,NA,Rubiaceae,Rubioideae,Rubieae,Galium,triflorum,,,,native,S5,,confirmed,observed,1986-08-16,William J. Crins,UBC,V191354,NA,2016-05-03,Andrew Simon,iNat:3093464,,53065,VAS,NA,confirmed,Gentianales,Galium triflorum,confirmed,confirmed,William J. Crins,Andrew Simon,1986-08-16,2016-05-03,iNat:3093464,53065,UBC,V191354,NA,confirmed,1986,2016,Gentians (Gentianales)
Melica subulata,(Griseb.) Scribn.,,Alaska oniongrass,Plantae,Tracheophyta,Angiospermae,NA,Liliopsida,,NA,Poales,,NA,Poaceae,Pooideae,Meliceae,Melica,subulata,,,,native,S5,,confirmed,observed,1986-08-16,William J. Crins,UBC,V191358,NA,2016-05-10,Andrew Simon,iNat:3311145,,77986,VAS,NA,confirmed,Poales,Melica subulata,confirmed,confirmed,William J. Crins,Andrew Simon,1986-08-16,2016-05-10,iNat:3311145,77986,UBC,V191358,NA,confirmed,1986,2016,Grasses (Poales)
Epilobium ciliatum,Raf.,,Purple-leaved Willowherb,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,NA,Myrtales,,NA,Onagraceae,,,Epilobium,ciliatum,,,,native,S5,,confirmed,observed,1986-08-16,William J. Crins,UBC,V190905,NA,2016-07-21,Andrew Simon,iNat:3719859,Crins' voucher is annotated 'Epilobium watsonii var. occidentale' —Voucher reviewed and annotated Epilobium ciliatum; ‘Epilobium ciliatum ssp. watsonii’ also reported for Laughlin Lake by Keith Erickson & Steven Gates (2002),53050,VAS,NA,confirmed,Myrtales,Epilobium ciliatum,confirmed,confirmed,William J. Crins,Andrew Simon,1986-08-16,2016-07-21,iNat:3719859,53050,UBC,V190905,NA,confirmed,1986,2016,Myrtles (Myrtales)
Cirsium brevistylum,Cronquist,,short-styled thistle,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,NA,Asterales,,NA,Asteraceae,Carduoideae,Cardueae,Cirsium,brevistylum,,,,native,S5,,confirmed,observed,1986-08-16,William J. Crins,UBC,V190908,NA,2017-05-28,Alexander J. Wright & Andrew Simon,iNat:6409663,,52993,VAS,NA,confirmed,Asterales,Cirsium brevistylum,confirmed,confirmed,William J. Crins,Alexander J. Wright & Andrew Simon,1986-08-16,2017-05-28,iNat:6409663,52993,UBC,V190908,NA,confirmed,1986,2017,Sunflowers (Asterales)
Deschampsia elongata,(Hook.) Munro,,slender hairgrass,Plantae,Tracheophyta,Angiospermae,NA,Liliopsida,,NA,Poales,,NA,Poaceae,Pooideae,Poeae,Deschampsia,elongata,,,,native,S5,,confirmed,observed,1986-08-16,William J. Crins,UBC,V191353,NA,2020-06-26,Andrew Simon,iNat:52033139,,52722,VAS,NA,confirmed,Poales,Deschampsia elongata,confirmed,confirmed,William J. Crins,Andrew Simon,1986-08-16,2020-06-26,iNat:52033139,52722,UBC,V191353,NA,confirmed,1986,2020,Grasses (Poales)
Selaginella wallacei,Hieron.,,Wallace's selaginella,Plantae,Tracheophyta,,NA,Lycopodiopsida,,NA,Selaginellales,,NA,Selaginellaceae,,,Selaginella,wallacei,,,,native,S5,,confirmed,observed,1986-08-17,William J. Crins,UBC,V191361,NA,2015-03-04,Andrew Simon,iNat:2566424,,63875,VAS,NA,confirmed,Selaginellales,Selaginella wallacei,confirmed,confirmed,William J. Crins,Andrew Simon,1986-08-17,2015-03-04,iNat:2566424,63875,UBC,V191361,NA,confirmed,1986,2015,Spikemosses (Selaginellales)
Nemophila parviflora,Douglas ex Benth.,,small-flowered woodland-lover,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,NA,Boraginales,,NA,Boraginaceae,Hydrophylloideae,,Nemophila,parviflora,,,,native,S5 (2019),,confirmed,observed,1986-08-17,William J. Crins,UBC,V190911,NA,2015-03-04,Andrew Simon,iNat:2566455,,57353,VAS,NA,confirmed,Boraginales,Nemophila parviflora,confirmed,confirmed,William J. Crins,Andrew Simon,1986-08-17,2015-03-04,iNat:2566455,57353,UBC,V190911,NA,confirmed,1986,2015,Borage (Boraginales)
Anisocarpus madioides,Nutt.,,woodland tarweed,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,NA,Asterales,,NA,Asteraceae,Asteroideae,Madieae,Anisocarpus,madioides,,,,native,S5,,confirmed,observed,1986-08-17,William J. Crins,UBC,V190868,NA,2015-05-14,Andrew Simon,iNat:2617714,reported as Madia madioides,53137,VAS,NA,confirmed,Asterales,Anisocarpus madioides,confirmed,confirmed,William J. Crins,Andrew Simon,1986-08-17,2015-05-14,iNat:2617714,53137,UBC,V190868,NA,confirmed,1986,2015,Sunflowers (Asterales)
Madia exigua,(Sm.) A. Gray,,little tarweed,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,NA,Asterales,,NA,Asteraceae,Asteroideae,Madieae,Madia,exigua,,,,native,S5,,confirmed,observed,1986-08-17,William J. Crins,UBC,V190866,NA,2016-05-14,Lauren Magner,iNat:3181137,,56971,VAS,NA,confirmed,Asterales,Madia exigua,confirmed,confirmed,William J. Crins,Lauren Magner,1986-08-17,2016-05-14,iNat:3181137,56971,UBC,V190866,NA,confirmed,1986,2016,Sunflowers (Asterales)
Sherardia arvensis,L.,,field madder,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,NA,Gentianales,,NA,Rubiaceae,Rubioideae,Rubieae,Sherardia,arvensis,,,,exotic,unlisted,,confirmed,observed,1987-05-02,Gerald B. Straley,UBC,V191772,NA,2017-06-23,Lauren Magner,iNat:7549644,,47691,VAS,NA,confirmed,Gentianales,Sherardia arvensis,confirmed,confirmed,Gerald B. Straley,Lauren Magner,1987-05-02,2017-06-23,iNat:7549644,47691,UBC,V191772,NA,confirmed,1987,2017,Gentians (Gentianales)
Fumaria reuteri,Boiss.,,few-flowered fumitory,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,NA,Ranunculales,,NA,Papaveraceae,Fumarioideae,Fumarieae,Fumaria,reuteri,,,,exotic,unlisted,,confirmed,observed,1987-05-02,Gerald B. Straley,UBC,V193811,NA,2022-06-15,Kevin Toomer,iNat:121917751,Burril Road; escapee; Garden escape? remove?,132710,VAS,NA,confirmed,Ranunculales,Fumaria reuteri,confirmed,confirmed,Gerald B. Straley,Kevin Toomer,1987-05-02,2022-06-15,iNat:121917751,132710,UBC,V193811,NA,confirmed,1987,2022,Buttercups (Ranunculales)
Phacelia tanacetifolia,Benth.,,lacy phacelia,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,NA,Boraginales,,NA,Boraginaceae,Hydrophylloideae,,Phacelia,tanacetifolia,,,,native,unlisted,,reported,unobserved,1987-07-08,Gerald B. Straley,UBC,V193704,NA,NA,NA,,garden escape –QC; retained only because there is a collection; not recognizes by Province; but recognized by FPNW2,58185,VAS,NA,reported,Boraginales,Phacelia tanacetifolia,reported,reported,Gerald B. Straley,NA,1987-07-08,NA,NA,58185,UBC,V193704,NA,reported,1987,NA,Borage (Boraginales)
Montia linearis,(Douglas ex Hook.) Greene,,narrow-leaved montia,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,NA,Caryophyllales,,NA,Montiaceae,,,Montia,linearis,,,,native,S5,,confirmed,observed,1988-04-23,Gerald B. Straley,UBC,V194247,NA,2019-05-04,Kiara Gannon,iNat:24708159,Bellhouse; vernally wet grassy area; in shallow soil above rocks,78122,VAS,NA,confirmed,Caryophyllales,Montia linearis,confirmed,confirmed,Gerald B. Straley,Kiara Gannon,1988-04-23,2019-05-04,iNat:24708159,78122,UBC,V194247,NA,confirmed,1988,2019,Pink & cactus (Caryophyllales)
Agoseris heterophylla ssp. heterophylla,Kuntze,,annual agoseris,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,NA,Asterales,,NA,Asteraceae,Cichorioideae,Cichorieae,Agoseris,heterophylla,,heterophylla,,native,S5,,confirmed,observed,1988-04-23,Gerald B. Straley,UBC,V194354,NA,2022-04-30,Andrew Simon,iNat:114122184,"Bluff Park record. Still there? –QC; I think this voucher should be checked; A. grandiflora,a very different species, is known from Bluffs Park (see photo above)",56859,VAS,NA,confirmed,Asterales,Agoseris heterophylla ssp. heterophylla,confirmed,confirmed,Gerald B. Straley,Andrew Simon,1988-04-23,2022-04-30,iNat:114122184,56859,UBC,V194354,NA,confirmed,1988,2022,Sunflowers (Asterales)
Shepherdia canadensis,(L.) Nutt.,,soopolallie,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,NA,Rosales,,NA,Elaeagnaceae,,,Shepherdia,canadensis,,,,native,S5,,confirmed,observed,1989-04-06,Gerald B. Straley,UBC,V197705,NA,2010-08-14,T. Abe Lloyd,iNat:37239711,,79072,VAS,NA,confirmed,Rosales,Shepherdia canadensis,confirmed,confirmed,Gerald B. Straley,T. Abe Lloyd,1989-04-06,2010-08-14,iNat:37239711,79072,UBC,V197705,NA,confirmed,1989,2010,Roses (Rosales)
Bellis perennis,L.,,English daisy,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,NA,Asterales,,NA,Asteraceae,Asteroideae,Astereae,Bellis,perennis,,,,exotic,unlisted,,confirmed,observed,1989-04-06,Gerald B. Straley,UBC,V197707,NA,2015-03-13,Lauren Magner,iNat:2589122,,55563,VAS,NA,confirmed,Asterales,Bellis perennis,confirmed,confirmed,Gerald B. Straley,Lauren Magner,1989-04-06,2015-03-13,iNat:2589122,55563,UBC,V197707,NA,confirmed,1989,2015,Sunflowers (Asterales)
Rubus laciniatus,(Weston) Willd.,,cutleaf evergreen blackberry,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,NA,Rosales,,NA,Rosaceae,Rosoideae,Rubeae,Rubus,laciniatus,,,,exotic,unlisted,,confirmed,observed,1989-04-06,Gerald B. Straley,UBC,V197835,NA,2015-06-05,Lauren Magner,iNat:2563601,,78891,VAS,NA,confirmed,Rosales,Rubus laciniatus,confirmed,confirmed,Gerald B. Straley,Lauren Magner,1989-04-06,2015-06-05,iNat:2563601,78891,UBC,V197835,NA,confirmed,1989,2015,Roses (Rosales)
Daphne laureola,L.,,spurge-laurel,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,NA,Malvales,,NA,Thymelaeaceae,,,Daphne,laureola,,,,exotic,unlisted,,confirmed,observed,1989-04-06,Gerald Straley & K. Nichols,RBCM,V144086,1949593139,2016-01-20,Andrew Simon,iNat:2602959,,127391,VAS,NA,confirmed,Malvales,Daphne laureola,confirmed,confirmed,Gerald Straley & K. Nichols,Andrew Simon,1989-04-06,2016-01-20,iNat:2602959,127391,RBCM,V144086,NA,confirmed,1989,2016,Mallows (Malvales)
Rubus bifrons,Vest,,Himalayan blackberry,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,NA,Rosales,,NA,Rosaceae,Rosoideae,Rubeae,Rubus,bifrons,,,,exotic,unlisted,,confirmed,observed,1989-04-06,Gerald B. Straley,UBC,V197836,NA,2016-02-06,Andrew Simon,iNat:2660475,R. bifrons recognized in FPNW2; iNat obs still annotated R. armeniacus,168025,VAS,NA,confirmed,Rosales,Rubus bifrons,confirmed,confirmed,Gerald B. Straley,Andrew Simon,1989-04-06,2016-02-06,iNat:2660475,168025,UBC,V197836,NA,confirmed,1989,2016,Roses (Rosales)
Draba verna,L.,,common draba,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,NA,Brassicales,,NA,Brassicaceae,Brassicoideae,Arabideae,Draba,verna,,,,exotic,unlisted,,confirmed,observed,1989-04-06,Gerald B. Straley,UBC,V197706,NA,2016-02-12,Andrew Simon,iNat:2677436,,55823,VAS,NA,confirmed,Brassicales,Draba verna,confirmed,confirmed,Gerald B. Straley,Andrew Simon,1989-04-06,2016-02-12,iNat:2677436,55823,UBC,V197706,NA,confirmed,1989,2016,Mustard (Brassicales)
Oemleria cerasiformis,(Torr. & A. Gray ex Hook. & Arn.) J.W. Landon,,osoberry,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,NA,Rosales,,NA,Rosaceae,Amygdaloideae,Exochordeae,Oemleria,cerasiformis,,,,native,S5,,confirmed,observed,1989-04-06,Gerald B. Straley,UBC,V197708,NA,2016-02-16,Andrew Simon,iNat:2692194,,53419,VAS,NA,confirmed,Rosales,Oemleria cerasiformis,confirmed,confirmed,Gerald B. Straley,Andrew Simon,1989-04-06,2016-02-16,iNat:2692194,53419,UBC,V197708,NA,confirmed,1989,2016,Roses (Rosales)
Prunus laurocerasus,L.,,cherry-laurel,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,NA,Rosales,,NA,Rosaceae,Amygdaloideae,Amygdaleae,Prunus,laurocerasus,,,,exotic,unlisted,,confirmed,observed,1989-04-06,Gerald B. Straley,UBC,V197833,NA,2016-05-09,Andrew Simon,iNat:3649978,,61432,VAS,NA,confirmed,Rosales,Prunus laurocerasus,confirmed,confirmed,Gerald B. Straley,Andrew Simon,1989-04-06,2016-05-09,iNat:3649978,61432,UBC,V197833,NA,confirmed,1989,2016,Roses (Rosales)
Viola odorata,L.,,sweet violet,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,NA,Malpighiales,,NA,Violaceae,,,Viola,odorata,,,,exotic,unlisted,,confirmed,observed,1989-04-06,Gerald B. Straley,UBC,V197486,NA,2020-03-21,Andrew Simon,iNat:40448514,,55845,VAS,NA,confirmed,Malpighiales,Viola odorata,confirmed,confirmed,Gerald B. Straley,Andrew Simon,1989-04-06,2020-03-21,iNat:40448514,55845,UBC,V197486,NA,confirmed,1989,2020,Spurge & violets (Malpighiales)
Rubus spectabilis,Pursh,,salmonberry,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,NA,Rosales,,NA,Rosaceae,Rosoideae,Rubeae,Rubus,spectabilis,,,,native,S5,,confirmed,observed,1989-04-23,Gerald B. Straley,UBC,V196653,NA,2015-02-22,Andrew Simon,iNat:2561560,,47543,VAS,NA,confirmed,Rosales,Rubus spectabilis,confirmed,confirmed,Gerald B. Straley,Andrew Simon,1989-04-23,2015-02-22,iNat:2561560,47543,UBC,V196653,NA,confirmed,1989,2015,Roses (Rosales)
Perideridia gairdneri,(Hook. & Arn.) Mathias,,common yampah,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,NA,Apiales,,NA,Apiaceae,Apioideae,Oenantheae,Perideridia,gairdneri,,,,native,S5,,confirmed,observed,1989-08-22,Gerald B. Straley,UBC,V200558,NA,2022-05-11,Andrew Simon,iNat:116636224,Matt Fairbarns (2016) reports P. montana; Gerald B. Straley P. gairdneri,78434,VAS,NA,confirmed,Apiales,Perideridia gairdneri,confirmed,confirmed,Gerald B. Straley,Andrew Simon,1989-08-22,2022-05-11,iNat:116636224,78434,UBC,V200558,NA,confirmed,1989,2022,Carrot & ginseng (Apiales)
Verbascum phlomoides,L.,,woolly mullein,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,NA,Lamiales,,NA,Scrophulariaceae,,Scrophularieae,Verbascum,phlomoides,,,,exotic,unlisted,,confirmed,observed,1992-07-23,T. M. Taylor,UBC,V72287,NA,2018-07-01,Kevin Toomer,iNat:13947257,,170140,VAS,NA,confirmed,Lamiales,Verbascum phlomoides,confirmed,confirmed,T. M. Taylor,Kevin Toomer,1992-07-23,2018-07-01,iNat:13947257,170140,UBC,V72287,NA,confirmed,1992,2018,Mints (Lamiales)
Sanicula bipinnatifida,Douglas,,purple sanicle,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,NA,Apiales,,NA,Apiaceae,Saniculoideae,Saniculeae,Sanicula,bipinnatifida,,,,native,S2 (2019),1-T (2003),reported,unobserved,1993-04-26,Hans Roemer,BC Ecosystem Explorer,,NA,NA,NA,,,56840,VAS,NA,reported,Apiales,Sanicula bipinnatifida,reported,reported,Hans Roemer,NA,1993-04-26,NA,NA,56840,BC Ecosystem Explorer,NA,NA,reported,1993,NA,Carrot & ginseng (Apiales)
