"","Taxon","Taxon Author","Subtaxon Author","Common Name","Kingdom","Phylum","Subphylum","Superclass","Class","Subclass","Superorder","Order","Suborder","Superfamily","Family","Subfamily","Tribe","Genus","Species","Hybrid","Subspecies","Variety","Origin","Provincial Status","National Status","Reporting Status","Observation","Collected/Reported (y-m-d)","Collector/Source","Collection/List","Accession Number","GBIF ID","First Observed","Observer","iNaturalist Link","Notes","ID","Stats Code"
"223","Deschampsia danthonioides","(Trin.) Benth.","","annual hairgrass","Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Poales","","","Poaceae","Pooideae","","Deschampsia","danthonioides","","","","native","S5","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","","","2022-06-08","Andrew Simon & Frank Lomer","https://www.inaturalist.org/observations/120889612","","57164","VAS"
"224","Deschampsia elongata","(Hook.) Munro","","slender hairgrass","Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Poales","","","Poaceae","Pooideae","","Deschampsia","elongata","","","","native","S5","","confirmed","observed","1986-08-16","William J. Crins","UBC","V191353","","2020-06-26","Andrew Simon","https://www.inaturalist.org/observations/52033139","","52722","VAS"
"225","Dianthus armeria","L.","","Deptford pink","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","Magnoliidae","Caryophyllanae","Caryophyllales","","","Caryophyllaceae","","","Dianthus","armeria","","","","exotic","unlisted","","confirmed","observed","1975-07-18","Harvey Janszen","RBCM","V083231","1949532176","2018-07-09","Andrew Simon","https://www.inaturalist.org/observations/14220758","","64541","VAS"
"226","Digitalis purpurea","L.","","common foxglove","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","Magnoliidae","Asteranae","Lamiales","","","Plantaginaceae","","","Digitalis","purpurea","","","","exotic","unlisted","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","","","2010-06-15","Shera Street","http://www.inaturalist.org/observations/2635129","","53983","VAS"
"227","Dipsacus fullonum","L.","","Fuller's teasel","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","Magnoliidae","Asteranae","Dipsacales","","","Caprifoliaceae","Dipsacoideae","","Dipsacus","fullonum","","","","exotic","unlisted","","new 2017","observed","2017-05-27","Alexander J. Wright","Bioblitz Galiano2017","","","2017-10-27","Kevin Toomer","https://www.inaturalist.org/observations/8581801","","56002","VAS"
"228","Distichlis spicata","(L.) Greene","","alkali saltgrass","Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Poales","","","Poaceae","Chloridoideae","","Distichlis","spicata","","","","native","S5","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","","","2016-06-19","Andrew Simon","http://www.inaturalist.org/observations/3498205","","58372","VAS"
"229","Draba nemorosa","L.","","woods draba","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","Magnoliidae","Rosanae","Brassicales","","","Brassicaceae","","","Draba","nemorosa","","","","native","S5","","reported","unobserved","1930-04-13","W. A. Newcombe","RBCM","V8914","","","","","in the collection at the RBCM; not yet digitized","76704","VAS"
"230","Draba verna","L.","","common draba","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","Magnoliidae","Rosanae","Brassicales","","","Brassicaceae","","","Draba","verna","","","","exotic","unlisted","","confirmed","observed","1989-04-06","Gerald B. Straley","UBC","V197706","","2016-02-12","Andrew Simon","http://www.inaturalist.org/observations/2677436","","55823","VAS"
"231","Drosera rotundifolia","L.","","round-leaved sundew","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","Magnoliidae","Caryophyllanae","Caryophyllales","","","Droseraceae","","","Drosera","rotundifolia","","","","native","S5","","confirmed","observed","2000-06-12","Hans Roemer","ER 128 Inventory","","","2016-04-01","Andrew Simon","http://www.inaturalist.org/observations/2865591","","52658","VAS"
"232","Dryopteris expansa","(C. Presl) Fraser-Jenk. & Jermy","","spiny wood fern","Plantae","Tracheophyta","","","Polypodiopsida","Polypodiidae","","Polypodiales","","","Dryopteridaceae","","","Dryopteris","expansa","","","","native","S5","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","","","2016-05-29","Alison, Laura and Malcolm Colwell","http://www.inaturalist.org/observations/3336189","","52672","VAS"
"233","Dulichium arundinaceum","(L.) Britton","","three-way sedge","Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Poales","","","Cyperaceae","","","Dulichium","arundinaceum","","","","native","S5","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","","","2020-08-05","Andrew Simon","https://www.inaturalist.org/observations/55633565","","76745","VAS"
"234","Echinochloa crus-galli","(L.) P.Beauv.","","barnyardgrass","Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Poales","","","Poaceae","Panicoideae","Paniceae","Echinochloa","crus-galli","","","","exotic","unlisted","","new 2022","observed","","","","","","2022-08-29","Adam Huggins","https://www.inaturalist.org/observations/133277968","","60283","VAS"
"235","Echinops sphaerocephalus","L.","","great globethistle","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","Magnoliidae","Asteranae","Asterales","","","Asteraceae","Carduoideae","","Echinops","sphaerocephalus","","","","exotic","unlisted","","new 2018","observed","","","","","","2018-07-14","Andrew Simon","https://www.inaturalist.org/observations/14367578","remove; garden","76762","VAS"
"236","Echium vulgare","L.","","viper's bugloss","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","Magnoliidae","Asteranae","Boraginales","","","Boraginaceae","Boraginoidea","","Echium","vulgare","","","","exotic","unlisted","","confirmed","observed","1975-08-04","Angela Wood","RBCM","V097740","1949546755","2020-06-11","Ed Andrusiak","https://www.inaturalist.org/observations/50324752","Sturdies Bay; roadside","56174","VAS"
"237","Eleocharis obtusa","(Willd.) Schult.","","blunt spike-rush","Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Poales","","","Cyperaceae","","","Eleocharis","obtusa","","","","native","S5","","new 2017","observed","","","","","","2017-08-13","Tyson Ehlers","https://www.inaturalist.org/observations/8900313","","76779","VAS"
"238","Eleocharis palustris","(L.) Roem. & Schult.","","common spike-rush","Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Poales","","","Cyperaceae","","","Eleocharis","palustris","","","","native","S5","","confirmed","observed","1978-07-26","Christopher Clement","RBCM","V111294","1949560166","2016-06-05","Andrew Simon","http://www.inaturalist.org/observations/3414240","","76782","VAS"
"239","Elodea canadensis","Michx.","","Canadian waterweed","Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Alismatales","","","Hydrocharitaceae","","","Elodea","canadensis","","","","native","S5","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","","","2016-08-13","Andrew Simon","http://www.inaturalist.org/observations/3881936","","76793","VAS"
"240","Elymus glaucus ssp. glaucus","Buckley","","blue wildrye","Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Poales","","","Poaceae","Pooideae","Triticeae","Elymus","glaucus","","","","native","S5","","confirmed","observed","1975-05-31","Angela Wood","RBCM","V097388","1949546388","2016-05-25","Adam Huggins","http://www.inaturalist.org/observations/3319011","","52791","VAS"
"241","Elymus repens","(L.) Gould","","quack grass","Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Poales","","","Poaceae","Pooideae","Triticeae","Elymus","repens","","","","exotic","unlisted","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","","","2022-07-07","Adam Huggins","https://www.inaturalist.org/observations/125189744","","60284","VAS"
"242","Empetrum nigrum","L.","","crowberry","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","Magnoliidae","Asteranae","Ericales","","","Ericaceae","Ericoideae","","Empetrum","nigrum","","","","native","S5","","new 2016","observed","","","","","","2016-08-14","Adam Huggins","http://www.inaturalist.org/observations/3889081","","76812","VAS"
"243","Epilobium brachycarpum","C. Presl","","tall annual willowherb","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","Magnoliidae","Rosanae","Myrtales","","","Onagraceae","","","Epilobium","brachycarpum","","","","native","S5","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","","","2018-07-25","Adam Huggins","https://www.inaturalist.org/observations/14770798","","52971","VAS"
"244","Epilobium ciliatum","Raf.","","Purple-leaved Willowherb","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","Magnoliidae","Rosanae","Myrtales","","","Onagraceae","","","Epilobium","ciliatum","","","","native","S5","","confirmed","observed","1986-08-16","William J. Crins","UBC","V190905","","2016-07-21","Andrew Simon","http://www.inaturalist.org/observations/3719859","Crins' voucher is annotated 'Epilobium watsonii var. occidentale' —Voucher reviewed and annotated Epilobium ciliatum","53050","VAS"
"245","Epilobium densiflorum","(Lindl.) Hoch & P.H. Raven","","dense spike-primrose","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","Magnoliidae","Rosanae","Myrtales","","","Onagraceae","","","Epilobium","densiflorum","","","","native","S2 (2019)","1-E (2006)","new 2016","observed","","","","","","2016-07-20","Adam Huggins","http://www.inaturalist.org/observations/3711497","Previously thought to have been extirpated from the southern Gulf Islands.","57149","VAS"
"246","Epilobium foliosum","(Torr. & A. Gray) Suksd.","","foliose willowherb","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","Magnoliidae","Rosanae","Myrtales","","","Onagraceae","","","Epilobium","foliosum","","","","native","S5","","new 2017","observed","","","","","","2016-05-09","Andrew Simon","http://www.inaturalist.org/observations/3649882","","76829","VAS"
"247","Epilobium leptophyllum","Raf.","","linear-leaved willowherb","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","Magnoliidae","Rosanae","Myrtales","","","Onagraceae","","","Epilobium","leptophyllum","","","","native","S5 (2019)","","new 2022","observed","","","","","","2022-06-14","Andrew Simon & Frank Lomer","https://www.inaturalist.org/observations/121838584","","76835","VAS"
"248","Epilobium minutum","Lindl. ex Lehm.","","small-flowered willowherb","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","Magnoliidae","Rosanae","Myrtales","","","Onagraceae","","","Epilobium","minutum","","","","native","S5","","confirmed","observed","1986-08-16","William J. Crins","UBC","V191349","","2015-04-04","Andrew Simon","http://www.inaturalist.org/observations/2567455","","57150","VAS"
"249","Epipactis helleborine","(L.) Crantz","","broad-leaved helleborine","Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Asparagales","","","Orchidaceae","Epidendroideae","Neottieae","Epipactis","helleborine","","","","exotic","unlisted","","new 2016","observed","","","","","","2016-05-29","Alison, Laura and Malcolm Colwell","http://www.inaturalist.org/observations/3335437","","50717","VAS"
"250","Equisetum arvense","L.","","common horsetail","Plantae","Tracheophyta","","","Equisetopsida","Equisetidae","","Equisetales","","","Equisetaceae","","","Equisetum","arvense","","","","native","S5","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","","","2015-03-13","Lauren Magner & Andrew Simon","http://www.inaturalist.org/observations/2589232","","52724","VAS"
"251","Equisetum hyemale ssp. affine","L.","(Engelm.) Calder & Roy L. Taylor","scouring-rush","Plantae","Tracheophyta","","","Equisetopsida","Equisetidae","","Equisetales","","","Equisetaceae","","","Equisetum","hyemale","","affine","","native","S5","","confirmed","observed","1981-01-01","Harvey Janszen","RBCM","V113848","","2015-07-02","Lauren Magner & Andrew Simon","http://www.inaturalist.org/observations/2561787","","53910","VAS"
"252","Equisetum telmateia ssp. braunii","Ehrh.","(J. Milde) Hauke","giant horsetail","Plantae","Tracheophyta","","","Equisetopsida","Equisetidae","","Equisetales","","","Equisetaceae","","","Equisetum","telmateia","","braunii","","native","S5","","confirmed","observed","1980-04-11","Harvey Janszen","RBCM","V107516","","2015-02-22","Andrew Simon","http://www.inaturalist.org/observations/2566305","","57030","VAS"
"253","Eriocoma lemmonii","(Vasey) Romasch.","","Lemmon's needlegrass","Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Poales","","","Poaceae","Pooideae","Stipeae","Eriocoma","lemmonii","","","","native","S5","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","","","2017-05-26","Andrew Simon","https://www.inaturalist.org/observations/6411590","reported as Achnatherum lemmonii var. lemmonii","117414","VAS"
"254","Eriophorum chamissonis","C.A. Mey.","","Chamisso's cotton-grass","Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Poales","","","Cyperaceae","","","Eriophorum","chamissonis","","","","native","S5","","confirmed","observed","2000-06-12","Hans Roemer","ER 128 Inventory","","","2016-05-24","Lauren Magner & Andrew Simon","http://www.inaturalist.org/observations/3296238","","162678","VAS"
"255","Eriophorum gracile","Koch","","slender cotton-grass","Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Poales","","","Cyperaceae","","","Eriophorum","gracile","","","","native","S5","","new 2017","observed","","","","","","2017-05-27","Judith Holm","https://www.inaturalist.org/observations/6417606","Eriophorum angustifolium misapplied by H. Roemer (2000)","77045","VAS"
"256","Eriophyllum lanatum var. leucophyllum","(Pursh) J. Forbes","(DC.) W.R. Carter","woolly eriophyllum","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","Magnoliidae","Asteranae","Asterales","","","Asteraceae","Asteroideae","","Eriophyllum","lanatum","","","leucophyllum","native","S5","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","","","2015-05-28","Lauren Magner & Andrew Simon","http://www.inaturalist.org/observations/2625029","","77049","VAS"
"257","Erodium cicutarium ssp. cicutarium","(L.) L'Hér. ex Aiton","","common stork's bill","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","Magnoliidae","Rosanae","Geraniales","","","Geraniaceae","","","Erodium","cicutarium","","","","exotic","unlisted","","confirmed","observed","1980-04-02","Harvey Janszen","RBCM","V107373","1949555982","2016-03-28","Andrew Simon","http://www.inaturalist.org/observations/2843467","","47687","VAS"
"258","Erysimum cheiranthoides","L.","","wormseed mustard","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","Magnoliidae","Rosanae","Brassicales","","","Brassicaceae","","Erysimeae","Erysimum","cheiranthoides","","","","exotic","unlisted","","reported","unobserved","1981-07-07","Harvey Janszen","RBCM","V113824","1949562959","","","","sedge fen","77068","VAS"
"259","Erythranthe alsinoides","(Douglas ex Benth.) G.L. Nesom & N.S. Fraga","","chickweed monkey-flower","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","Magnoliidae","Asteranae","Lamiales","","","Phrymaceae","","","Erythranthe","alsinoides","","","","native","S5","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","","","2012-04-13","Brian Starzomski","https://www.inaturalist.org/observations/22396984","Reported as Mimulus alsinoides","59632","VAS"
"260","Erythranthe cf guttata","(Fisch. ex DC.) G.L. Nesom","","seep monkeyflower","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","Magnoliidae","Asteranae","Lamiales","","","Phrymaceae","","","Erythranthe","guttata","","","","native","S5","","confirmed","observed","1975-05-13","Angela Wood","RBCM","V097336","1949546491","2017-05-19","Andrew Simon","https://www.inaturalist.org/observations/6425142","Reported as Mimulus guttatus; acc. to Nesom's treatment this should be annotated Erythranthe cf guttata as the material represented isn't a rhizomatous perennial","470643","VAS"
